Percentile,Return (%)
1,-5.338091136571349
5,-2.974020486057107
10,-2.0635627593683203
25,-0.9969983668564109
50,0.06405046024460237
75,1.1281111790672205
90,2.281969856954612
95,3.2138089074158716
99,5.8099243392314985
