Metric,Value
Total Observations,311.0
Mean Return (%),0.17248752863211722
Median Return (%),0.17764003326026234
Std Deviation (%),2.0257215261690726
Win Rate (%),54.662379421221864
10th Percentile (%),-2.157966446924764
25th Percentile (%),-0.990327197795271
75th Percentile (%),1.2877235917283847
90th Percentile (%),2.5596679349705997
