Date,High,Low,Close,ATR
2000-04-07,142.3453125,142.3453125,142.3453125,13.272879457142855
2000-04-10,153.7320313,153.7320313,153.7320313,13.288839285714285
2000-04-11,166.0296875,155.15625,166.0296875,13.306082585714288
2000-04-12,165.546875,155.859375,157.30625,12.760100442857139
2000-04-13,155.4921875,144.721875,144.721875,12.1782366
2000-04-17,133.1445313,133.1445313,133.1445313,12.163671864285712
2000-04-18,138.671875,122.49375,122.7734375,12.504408471428567
2000-04-19,131.09375,112.9523438,112.9523438,13.239062485714284
2000-04-20,121.875,103.9226563,118.065625,13.597935249999997
2000-04-24,124.21875,112.515625,113.5703125,13.569977664285712
2000-04-25,116.375,104.53125,113.9921875,13.621149535714283
2000-04-26,123.1109375,115.15625,123.1109375,13.54129462857143
2000-04-27,127.328125,120.46875,124.4921875,12.708258914285713
2000-04-28,131.25,124.5507813,126.5625,11.936774542857146
2000-05-02,134.375,120.734375,123.0,12.157979899999999
2000-05-03,123.28125,109.5484375,120.3125,12.325558021428568
2000-05-04,128.515625,117.1875,127.6875,12.25630579285714
2000-05-05,136.328125,128.0,132.8125,12.1470424
2000-05-08,135.9375,117.5,118.0125,12.565122757142856
2000-05-09,124.125,110.34375,123.828125,12.722544635714286
2000-05-10,125.46875,117.984375,120.3125,12.101562492857141
2000-05-11,119.546875,108.2117188,112.34375,11.670089278571428
2000-05-12,114.046875,105.703125,106.71875,10.98376115714286
2000-05-15,112.5,95.5,108.90625,11.362109371428573
2000-05-16,111.109375,105.3125,108.28125,10.930189728571431
2000-05-17,116.390625,107.0625,109.2695313,10.945145085714286
2000-05-18,109.375,105.625,108.34375,10.72304687142857
2000-05-19,107.421875,98.4375,100.890625,10.947935264285714
2000-05-22,97.65625,91.40625,91.625,10.651060264285714
2000-05-23,96.71875,87.515625,96.5625,10.32751115714286
2000-05-24,96.171875,89.875,94.140625,9.996037942857145
2000-05-25,98.59375,93.75,94.18515625,9.724832585714287
2000-05-26,95.9375,91.109375,93.59375,8.752734371428572
2000-05-29,93.1875,87.5,91.81328125,8.20362722857143
2000-05-30,98.671875,91.796875,97.8984375,8.160100442857143
2000-05-31,109.6460938,98.8125,109.21875,8.134877235714287
2000-06-01,111.328125,106.265625,108.85625,7.900502235714286
2000-06-02,119.0625,109.21875,117.578125,7.415234378571428
2000-06-05,131.6867188,122.1875,125.1289063,8.008928578571428
2000-06-06,128.046875,122.03125,124.8070313,7.772321435714285
2000-06-07,125.59375,120.390625,121.0226563,7.876116078571428
2000-06-08,124.984375,121.5625,123.5757813,7.4515067
2000-06-09,127.65625,122.65625,122.8148438,7.1311942
2000-06-12,125.9375,120.78125,121.3429688,6.8421317
2000-06-13,122.65625,116.40625,121.9203125,6.8108817
2000-06-14,123.746875,121.09375,122.5992188,6.654408485714286
2000-06-15,131.09375,121.09375,129.63125,7.023828128571429
2000-06-16,132.34375,127.359375,131.7140625,6.944587057142857
2000-06-19,136.171875,130.15625,133.9125,6.883203128571429
2000-06-20,139.265625,134.0625,137.103125,6.426450892857143
2000-06-21,139.65625,131.4375,131.8632813,6.651897321428572
2000-06-22,134.21875,130.46875,132.8953125,6.190736607142858
2000-06-23,132.421875,127.5,128.1601563,5.5683593714285715
2000-06-26,127.8125,122.828125,126.396875,5.519531250000001
2000-06-27,130.234375,124.984375,127.4710938,5.522879464285715
2000-06-28,128.90625,125.3929688,128.8609375,5.490848214285714
2000-06-29,134.328125,129.140625,130.4835938,5.52421875
2000-06-30,130.390625,127.34375,129.9820313,5.380189735714285
2000-07-03,135.340625,131.890625,135.2570313,5.316517857142856
2000-07-04,137.734375,134.784375,136.3835938,5.337723214285712
2000-07-05,136.703125,133.59375,133.8125,4.845535714285712
2000-07-06,133.59375,130.796875,132.0976563,4.704910714285712
2000-07-07,134.171875,132.2070313,132.5476563,4.423381692857141
2000-07-10,134.3390625,129.3046875,130.1007813,4.400613835714283
2000-07-11,133.484375,129.0632813,129.3375,4.1293526714285695
2000-07-12,131.203125,126.1140625,131.1296875,4.224999992857141
2000-07-13,132.28125,123.6875,124.4453125,4.453459814285713
2000-07-14,124.984375,119.53125,120.809375,4.462109364285712
2000-07-17,122.328125,118.984375,119.5414063,4.325948649999998
2000-07-18,120.265625,115.234375,116.8148438,4.434374992857141
2000-07-19,116.734375,112.6570313,114.0070313,4.340848207142856
2000-07-20,115.078125,112.828125,114.7039063,4.277287935714285
2000-07-21,117.0,113.3125,113.5484375,4.1579241
2000-07-24,111.28125,105.9375,106.171875,4.490848207142858
2000-07-25,112.640625,99.421875,112.2101563,5.212946421428572
2000-07-26,113.09375,103.2335938,103.2539063,5.701841507142858
2000-07-27,107.0,100.015625,105.9671875,6.052566957142859
2000-07-28,110.15625,105.234375,108.6570313,6.044531242857144
2000-07-31,108.203125,104.671875,106.2648438,6.0133928571428585
2000-08-01,108.121875,105.390625,106.0125,5.84497767857143
2000-08-02,105.625,101.28125,103.8578125,5.569084821428573
2000-08-03,102.734375,100.015625,100.8101563,5.454017857142858
2000-08-04,103.125,97.7359375,98.25,5.600111607142858
2000-08-07,101.5625,98.90625,101.5625,5.477343750000001
2000-08-08,117.65625,101.890625,117.4023438,6.329910714285715
2000-08-09,121.875,117.4023438,118.6101563,6.488671871428572
2000-08-10,119.6875,113.28125,113.903125,6.682868300000001
2000-08-11,116.953125,111.890625,113.3664063,6.50083705
2000-08-14,114.84375,112.3445313,114.0335938,5.735156242857143
2000-08-16,121.546875,114.6875,121.0820313,5.567522314285713
2000-08-17,122.03125,117.578125,117.6671875,5.386718742857142
2000-08-18,125.3875,117.984375,124.4789063,5.586607135714286
2000-08-21,126.5625,123.90625,124.671875,5.491685257142857
2000-08-22,134.6453125,124.75,129.8523438,6.0089843642857135
2000-08-23,129.234375,125.0,125.29375,6.01763392142857
2000-08-24,128.984375,124.4375,128.2210938,6.067968742857142
2000-08-25,129.828125,125.953125,126.2382813,5.959821421428571
2000-08-28,127.34375,121.328125,121.5734375,6.152901778571428
2000-08-29,123.671875,119.53125,122.5601563,5.299107135714285
2000-08-30,124.359375,121.7359375,122.2828125,5.1670200857142845
2000-08-31,132.0625,121.875,130.8304688,5.43710937142857
2000-09-04,135.9375,133.15625,134.2007813,5.44029017142857
2000-09-05,135.140625,132.828125,133.3882813,5.42695312142857
2000-09-06,133.2828125,129.3757813,130.6320313,5.176897321428569
2000-09-07,131.9367188,128.75,130.5515625,5.086439735714284
2000-09-08,134.9140625,131.171875,133.6765625,4.846595985714283
2000-09-11,138.65625,134.375,135.7539063,5.0125558071428555
2000-09-12,139.53125,134.4539063,138.234375,4.662834821428571
2000-09-13,139.453125,135.171875,135.7351563,4.622042407142857
2000-09-14,137.890625,130.203125,133.8484375,4.8463727642857135
2000-09-15,134.4375,131.2359375,132.9359375,4.798270085714285
2000-09-18,131.25,124.609375,124.8320313,4.963337049999999
2000-09-19,124.21875,115.9539063,120.5523438,5.301729907142856
2000-09-20,123.5929688,118.2820313,121.959375,5.4936941928571414
2000-09-21,121.53125,117.515625,117.6148438,5.083426335714284
2000-09-22,117.203125,108.59375,109.66875,5.363002235714284
2000-09-25,118.4414063,114.5625,118.4414063,5.82444197142857
2000-09-26,119.4445313,112.5,113.85625,6.0338727785714275
2000-09-27,117.1859375,110.171875,116.5164063,6.30725447142857
2000-09-28,118.578125,113.484375,114.9585938,6.3594866142857125
2000-09-29,117.109375,114.1265625,114.74375,6.216852685714282
2000-10-03,119.03125,110.25,118.3757813,6.481417421428568
2000-10-04,120.0,115.2359375,118.79375,6.515904028571425
2000-10-05,120.53125,116.796875,116.9820313,6.233537957142853
2000-10-06,117.953125,113.046875,115.4632813,6.355301349999997
2000-10-09,117.375,115.0,115.6023438,5.93018974285714
2000-10-10,118.4375,113.171875,113.8859375,5.672154028571426
2000-10-11,113.75,105.8679688,106.2578125,5.8655133999999975
2000-10-12,106.875,102.515625,106.0898438,5.8594866142857125
2000-10-13,105.78125,101.171875,101.2460938,5.566406257142854
2000-10-16,109.3453125,101.25,102.0492188,5.51830357142857
2000-10-17,103.046875,98.43828125,100.7953125,5.351450889285713
2000-10-18,100.640625,95.34609375,97.5203125,5.239676335714285
2000-10-19,105.078125,95.46875,104.340625,5.562220978571427
2000-10-20,112.6875,105.078125,110.9289063,5.945368299999999
2000-10-23,113.25,106.9546875,107.9195313,5.767801335714284
2000-10-24,111.171875,105.46875,110.7453125,5.834877228571428
2000-10-25,113.515625,110.390625,113.2242188,5.7913504428571425
2000-10-26,112.109375,110.953125,111.7125,5.6031249999999995
2000-10-27,113.265625,111.4226563,112.5117188,5.5651227642857135
2000-10-30,113.75,110.46875,111.0085938,5.423381692857142
2000-10-31,112.1078125,108.984375,112.021875,5.073772321428571
2000-11-01,115.15625,112.1875,113.9570313,4.986272321428571
2000-11-02,116.4054688,114.453125,115.6007813,4.809877228571429
2000-11-03,118.90625,115.484375,118.41875,4.475781249999999
2000-11-06,119.6859375,117.315625,118.6203125,4.315904017857142
2000-11-07,120.4992188,117.3203125,120.26875,4.153738842857142
2000-11-08,125.171875,119.703125,124.9484375,3.857979914285713
2000-11-09,125.6507813,122.65625,123.859375,3.4756696499999995
2000-11-10,124.140625,121.390625,122.3640625,3.222433042857143
2000-11-13,118.65625,114.3757813,115.1804688,3.3856584857142855
2000-11-14,120.3117188,113.296875,119.6625,3.663504471428571
2000-11-15,122.484375,118.3546875,118.7515625,3.796261164285714
2000-11-16,120.3125,117.4226563,117.73125,3.8710379499999994
2000-11-17,119.828125,115.46875,119.33125,3.948046878571428
2000-11-20,120.859375,118.984375,120.0320313,3.8588727714285715
2000-11-21,120.0320313,117.96875,119.9,3.782366078571428
2000-11-22,121.515625,115.796875,115.875,4.015959828571428
2000-11-23,116.71875,114.2398438,116.2140625,3.948604914285714
2000-11-24,117.171875,115.625,116.284375,3.8897879499999997
2000-11-27,118.75,116.953125,118.5554688,3.838839285714286
2000-11-28,118.2992188,116.190625,116.615625,3.6171317000000007
2000-11-29,116.25,113.765625,115.6992188,3.6068080357142853
2000-11-30,115.609375,111.71875,111.8546875,3.694698664285714
2000-12-01,114.5,109.765625,113.5117188,3.4622767928571423
2000-12-04,114.6875,112.203125,112.4320313,3.1386718785714285
2000-12-05,113.421875,110.9765625,112.2882813,3.018359378571428
2000-12-06,117.015625,112.78125,113.9898438,3.1496093785714288
2000-12-07,114.453125,112.89375,113.69375,2.9496093785714286
2000-12-08,115.75,113.0,115.4390625,3.0121093785714286
2000-12-11,117.96875,115.234375,116.784375,3.060044642857143
2000-12-12,118.9375,116.1875,116.5539063,2.8479910714285714
2000-12-13,120.0,116.328125,119.1140625,2.933203128571429
2000-12-14,119.171875,116.971875,117.6851563,2.9798549142857147
2000-12-15,117.34375,111.875,112.1179688,3.218750007142858
2000-12-18,111.71875,108.5945313,111.0,3.3015067000000005
2000-12-19,110.9375,107.65625,107.896875,3.3367745571428578
2000-12-20,107.56875,102.46875,103.4851563,3.440178571428572
2000-12-21,103.359375,97.515625,98.0796875,3.528404021428572
2000-12-22,98.28125,90.23359375,90.56875,3.9257812535714294
2000-12-26,91.796875,85.9375,86.734375,4.169642860714286
2000-12-27,89.96875,84.625,86.0171875,4.213671882142857
2000-12-28,88.609375,85.609375,86.50390625,4.316573667857143
2000-12-29,89.734375,84.78125,89.14921875,4.473939739285714
2001-01-01,90.8875,87.11015625,87.72734375,4.548437507142857
2001-01-02,89.828125,86.1875,89.40859375,4.6120535785714285
2001-01-03,89.109375,85.546875,87.884375,4.625613846428571
2001-01-04,96.515625,88.109375,95.275,5.084988846428571
2001-01-05,100.125,94.53125,99.7109375,5.069531253571427
2001-01-08,99.234375,92.81328125,93.86171875,5.310546878571428
2001-01-09,95.2765625,91.25,92.55,5.359319199999999
2001-01-10,94.078125,87.90078125,88.525,5.412834824999999
2001-01-11,89.609375,86.21875,86.58515625,5.228627232142856
2001-01-12,91.375,86.359375,90.59296875,5.012053571428571
2001-01-15,97.09375,91.03125,96.42890625,5.057868303571428
2001-01-16,97.40625,94.453125,95.3109375,4.887109375
2001-01-17,99.21875,95.59375,98.4671875,4.951953125
2001-01-18,101.390625,98.75,100.4109375,4.806975446428572
2001-01-19,106.25,100.609375,105.9203125,4.954241071428571
2001-01-22,109.1875,105.703125,106.925,4.943080357142857
2001-01-23,106.640625,104.46875,105.5335938,4.8426897321428575
2001-01-24,106.953125,104.921875,106.5976563,4.371261160714286
2001-01-25,106.640625,103.59375,105.903125,4.189341517857144
2001-01-29,106.25,98.6875,103.8070313,4.236830357142858
2001-01-30,108.1875,103.96875,107.7382813,4.262109371428572
2001-01-31,108.0492188,105.625,106.0414063,3.9940290178571436
2001-02-01,105.859375,103.59375,105.4984375,3.926674110714287
2001-02-02,107.8125,104.53125,107.190625,3.802790182142858
2001-02-05,105.8945313,103.75,104.25,3.5842075928571435
2001-02-06,105.234375,103.828125,104.4757813,3.473716521428572
2001-02-07,105.078125,101.109375,101.4,3.4780692
2001-02-08,102.328125,99.234375,102.1335938,3.4902343785714285
2001-02-09,102.34375,99.7234375,100.0960938,3.260323664285714
2001-02-12,99.84375,98.378125,99.62890625,3.134151792857143
2001-02-13,101.9375,99.21875,99.7375,3.1529017928571434
2001-02-14,99.984375,98.4375,99.4046875,3.118303578571429
2001-02-15,101.71875,98.9375,101.5171875,3.099330364285715
2001-02-16,102.140625,96.875,97.72109375,2.935267864285715
2001-02-19,98.765625,96.265625,98.51640625,2.8009486714285723
2001-02-20,99.1203125,97.5078125,97.9890625,2.7429687571428576
2001-02-21,97.890625,91.5,92.375,3.0316406285714286
2001-02-22,92.015625,86.828125,90.6921875,3.193470985714286
2001-02-23,91.40625,87.125,87.47734375,3.253515628571429
2001-02-26,90.296875,87.81640625,89.359375,3.3544642892857146
2001-02-27,90.765625,86.5625,88.98984375,3.371205360714286
2001-02-28,98.90625,86.75,97.7875,4.018526789285715
2001-03-01,98.34375,86.71875,88.7921875,4.661718753571429
2001-03-02,89.203125,76.578125,77.18515625,5.440792410714286
2001-03-05,78.109375,72.03125,75.2296875,5.6807477678571425
2001-03-07,81.5625,75.46875,81.12265625,6.022600446428571
2001-03-08,83.046875,78.78125,79.90078125,6.128627232142857
2001-03-09,79.140625,73.509375,75.2734375,6.209040178571428
2001-03-12,76.234375,68.765625,69.56875,6.563950892857142
2001-03-13,73.828125,58.453125,66.9234375,7.546986607142856
2001-03-14,74.84375,65.796875,73.57578125,7.729687499999999
2001-03-15,76.734375,71.25,76.23046875,7.725223214285713
2001-03-16,77.96875,72.03125,73.346875,7.8435267857142845
2001-03-19,74.375,67.66875,69.59140625,8.121149553571428
2001-03-20,70.3125,65.953125,68.11171875,8.132310267857141
2001-03-21,71.40625,63.125,70.16015625,7.855524553571428
2001-03-22,69.84375,66.171875,67.5359375,7.310044642857142
2001-03-23,69.328125,62.5,65.94375,6.895982142857142
2001-03-26,67.8890625,64.390625,67.35546875,6.711718749999998
2001-03-27,73.890625,66.171875,72.71015625,6.810714285714284
2001-03-28,76.875,73.03125,73.68125,6.803515624999998
2001-03-29,73.3015625,68.40625,68.925,6.723772321428571
2001-03-30,68.359375,63.41171875,63.7953125,6.584095982142857
2001-04-02,64.859375,58.828125,63.97734375,5.916685267857143
2001-04-03,65.15546875,62.109375,63.6421875,5.4880580357142845
2001-04-04,63.59375,59.78125,61.13984375,5.372098214285714
2001-04-06,66.03046875,61.25,62.63671875,5.297321428571428
2001-04-09,62.484375,60.15625,61.89453125,4.995479910714286
2001-04-10,63.28125,57.0625,60.24609375,5.128292410714286
2001-04-11,62.484375,50.60703125,50.60703125,5.3851562500000005
2001-04-12,47.625,42.51015625,44.52890625,5.678627232142857
2001-04-16,48.3125,43.125,48.01484375,5.561439732142857
2001-04-17,49.28125,45.625,47.6484375,5.572712053571428
2001-04-18,55.271875,47.03125,55.271875,5.609988839285714
2001-04-19,64.11484375,57.0,59.3359375,5.944140625000001
2001-04-20,62.5,58.21953125,60.14921875,5.873102678571428
2001-04-23,59.8125,57.390625,57.89375,5.676339285714286
2001-04-24,61.140625,55.625,60.34765625,5.639508928571429
2001-04-25,62.109375,58.90625,59.603125,5.650725446428573
2001-04-26,61.71875,56.796875,57.05625,5.726506696428572
2001-04-27,56.71875,50.0,50.5703125,5.881194196428572
2001-04-30,58.546875,51.171875,58.246875,6.273772321428572
2001-05-02,64.21875,58.515625,61.2984375,6.256138392857143
2001-05-03,61.546875,58.98671875,59.3875,5.590625000000001
2001-05-04,60.15625,57.34375,59.5859375,5.213169642857143
2001-05-07,62.890625,60.625,62.48671875,5.078683035714286
2001-05-08,63.0453125,61.2515625,61.97578125,4.945647321428571
2001-05-09,63.984375,59.84375,60.27109375,4.652790178571428
2001-05-10,61.640625,58.59375,60.00078125,4.238783482142857
2001-05-11,61.25,59.15625,60.975,4.082589285714286
2001-05-14,62.1796875,58.9375,60.87109375,4.117131696428571
2001-05-15,61.25,56.265625,61.06171875,4.0791852678571425
2001-05-16,62.34375,58.984375,59.33515625,4.090345982142857
2001-05-17,61.640625,59.765625,61.078125,3.9034598214285716
2001-05-18,62.65625,61.15625,61.59453125,3.5121651785714287
2001-05-21,62.5,61.40625,61.7265625,3.0205357142857143
2001-05-22,62.8890625,61.59375,62.015625,2.686495535714286
2001-05-23,66.40625,61.59375,66.14296875,2.8473772321428577
2001-05-24,66.715625,64.92578125,65.06796875,2.774330357142858
2001-05-25,66.09375,64.53125,65.27109375,2.6498883928571435
2001-05-28,67.7171875,65.4640625,66.85625,2.696484375
2001-05-29,67.5,66.015625,66.31015625,2.506752232142857
2001-05-30,66.18984375,61.00546875,61.1703125,2.6680245535714286
2001-05-31,59.34375,57.734375,58.9734375,2.7638950892857146
2001-06-01,59.765625,58.28359375,58.5453125,2.638169642857143
2001-06-04,59.21875,56.265625,56.5328125,2.4930803571428575
2001-06-05,59.84375,55.625,59.05234375,2.554464285714286
2001-06-06,61.1109375,59.0,59.31484375,2.5405691964285713
2001-06-07,60.859375,57.8125,60.61015625,2.6454799107142857
2001-06-08,62.015625,60.1734375,61.78125,2.698939732142857
2001-06-11,61.546875,59.1875,59.49375,2.791685267857143
2001-06-12,60.078125,58.4578125,59.97109375,2.563671875
2001-06-13,60.84375,59.21875,59.7640625,2.5518973214285707
2001-06-14,59.8140625,58.359375,59.4265625,2.544196428571428
2001-06-15,59.21875,52.59375,53.1546875,2.8575334821428577
2001-06-18,53.5,48.98984375,52.64140625,3.073660714285715
2001-06-19,54.453125,51.953125,54.09296875,2.873325892857143
2001-06-20,54.21875,51.578125,52.50859375,2.816517857142857
2001-06-21,53.9515625,52.1890625,53.22109375,2.8365513392857147
2001-06-22,54.203125,52.6875,53.74609375,2.733872767857143
2001-06-25,53.2484375,50.95546875,52.1625,2.6318638392857143
2001-06-26,56.09375,51.171875,55.7171875,2.8326450892857147
2001-06-27,56.25,54.0625,55.28046875,2.771261160714286
2001-06-28,56.90625,54.5625,56.3421875,2.8070870535714287
2001-06-29,59.390625,56.40625,58.77109375,2.839564732142857
2001-07-02,59.359375,57.3796875,58.17265625,2.865234375
2001-07-03,56.25,50.0359375,51.2046875,3.330357142857143
2001-07-04,55.46875,49.515625,54.29453125,3.651674107142857
2001-07-05,55.84375,52.85234375,54.75078125,3.377287946428571
2001-07-06,57.81171875,52.96875,57.07421875,3.4010602678571424
2001-07-09,55.9375,53.359375,54.99453125,3.487834821428571
2001-07-10,57.03125,53.921875,54.60703125,3.5213169642857136
2001-07-11,60.140625,53.984375,58.865625,3.8351562499999994
2001-07-12,61.6875,58.78125,61.2609375,3.934486607142856
2001-07-13,62.9375,56.9375,57.53671875,4.163727678571428
2001-07-16,58.8703125,56.5,56.6265625,3.9814732142857134
2001-07-17,59.015625,55.5625,57.16328125,4.0718749999999995
2001-07-18,58.4796875,56.89375,57.42890625,4.017745535714285
2001-07-19,58.390625,56.25,57.8171875,3.952901785714285
2001-07-20,59.046875,56.5,58.6140625,3.993415178571428
2001-07-23,57.515625,56.5,56.68046875,3.563225446428571
2001-07-24,58.265625,56.25,57.81796875,3.281975446428571
2001-07-25,57.96875,56.546875,57.57109375,3.1698660714285714
2001-07-26,58.015625,55.659375,57.08203125,2.9922433035714286
2001-07-27,57.57578125,56.1921875,56.58125,2.8257254464285713
2001-07-30,57.546875,56.6578125,57.1375,2.6726004464285715
2001-07-31,59.65625,56.50859375,58.7703125,2.457700892857143
2001-08-01,60.140625,56.015625,56.52578125,2.544754464285714
2001-08-02,59.359375,57.21875,58.9421875,2.318582589285714
2001-08-03,62.50078125,58.9140625,60.5171875,2.4054687500000003
2001-08-06,60.640625,58.94375,59.2390625,2.2800223214285715
2001-08-07,59.046875,58.2828125,58.646875,2.2350446428571433
2001-08-08,58.421875,57.1875,57.51484375,2.1863839285714293
2001-08-09,57.765625,56.421875,57.528125,2.1004464285714293
2001-08-10,57.765625,56.421875,56.9875,2.0454241071428574
2001-08-13,57.203125,56.171875,56.51328125,1.9751116071428574
2001-08-14,59.46875,56.25,59.21015625,2.103459821428572
2001-08-16,59.0625,57.828125,58.58671875,2.033872767857143
2001-08-17,58.984375,56.796875,57.234375,2.091294642857143
2001-08-20,57.96875,55.859375,57.5296875,2.1729910714285716
2001-08-21,58.7296875,57.546875,58.5578125,2.033872767857143
2001-08-23,59.21796875,57.828125,58.90234375,1.838504464285714
2001-08-24,59.84375,58.125,59.5640625,1.7588727678571427
2001-08-27,61.484375,59.921875,61.0703125,1.6398437499999996
2001-08-28,61.71875,60.15546875,61.5453125,1.6303013392857142
2001-08-29,61.01640625,58.14375,58.525,1.8049665178571428
2001-08-30,59.890625,57.440625,57.9546875,1.8757254464285715
2001-08-31,57.578125,55.078125,55.1921875,1.9852120535714286
2001-09-03,55.859375,52.67734375,53.21171875,2.116517857142857
2001-09-04,55.734375,52.890625,53.471875,2.245982142857143
2001-09-05,53.90625,51.71875,52.7375,2.1723214285714287
2001-09-06,52.953125,51.0,51.51484375,2.2131138392857146
2001-09-07,52.60859375,50.46875,51.88984375,2.2097098214285715
2001-09-10,54.515625,51.134375,54.29921875,2.300558035714286
2001-09-11,55.078125,53.296875,54.70390625,2.3420758928571432
2001-09-12,50.78125,49.2421875,49.67734375,2.632924107142858
2001-09-13,50.7796875,48.47421875,49.3796875,2.674832589285715
2001-09-14,48.828125,44.4421875,45.453125,2.890345982142858
2001-09-17,43.92578125,40.90859375,40.90859375,3.1032924107142863
2001-09-18,43.71875,38.375,41.43671875,3.2420200892857145
2001-09-19,42.484375,39.453125,40.04765625,3.2835379464285714
2001-09-20,39.2953125,36.04296875,38.39140625,3.3641183035714293
2001-09-21,36.2671875,34.55234375,34.55234375,3.411049107142858
2001-09-24,37.890625,34.53125,37.53515625,3.447879464285715
2001-09-25,39.5703125,37.4265625,38.6765625,3.444754464285715
2001-09-26,40.421875,37.734375,40.14921875,3.497209821428572
2001-09-27,39.21875,36.40625,36.76015625,3.611718750000001
2001-09-28,38.2765625,36.171875,37.16171875,3.5205357142857148
2001-10-01,38.28125,35.71875,36.43125,3.5763392857142864
2001-10-03,37.34375,33.6875,34.340625,3.4473772321428577
2001-10-04,37.47890625,35.19140625,37.0703125,3.5068638392857143
2001-10-05,39.1875,36.5625,38.86953125,3.341685267857143
2001-10-08,38.32578125,35.921875,37.371875,3.227622767857143
2001-10-09,38.67109375,37.1875,37.740625,2.9518973214285715
2001-10-10,40.234375,38.296875,39.259375,2.9135044642857144
2001-10-11,43.18515625,40.859375,43.18515625,2.9078683035714286
2001-10-12,47.071875,44.359375,46.1609375,2.9112723214285707
2001-10-15,45.91875,44.76640625,45.47265625,2.770926339285714
2001-10-16,46.796875,44.46328125,46.428125,2.7844866071428567
2001-10-17,48.38984375,46.25,46.81328125,2.745368303571428
2001-10-18,46.09375,44.21953125,44.51328125,2.6632812499999994
2001-10-19,46.71875,44.45234375,46.17578125,2.674832589285714
2001-10-22,48.4375,46.65625,46.99765625,2.653348214285714
