Date,Close,MACD,MACD_Signal,MACD_Histogram
2000-01-03,122.4804688,0.0,0.0,0.0
2000-01-04,132.1109375,0.7682425173789227,0.15364850347578454,0.6145940139031382
2000-01-05,121.5421875,0.5182958570076579,0.22657797418215922,0.2917178828254987
2000-01-06,111.8191406,-0.4590654769813085,0.08944928394946569,-0.5485147609307742
2000-01-07,102.8738281,-1.9331590807962442,-0.31507238899967627,-1.618086691796568
2000-01-10,107.03125,-2.734399227593741,-0.7989377567184892,-1.9354614708752518
2000-01-11,98.46914063,-4.014007506280194,-1.4419517066308303,-2.572055799649364
2000-01-12,101.5703125,-4.723418999880323,-2.098245165280729,-2.625173834599594
2000-01-13,93.95351563,-5.833005316406016,-2.8451971955057864,-2.9878081209002296
2000-01-14,94.3828125,-6.601620425861682,-3.5964818415769657,-3.0051385842847167
2000-01-17,92.57617188,-7.272699088986656,-4.331725291058904,-2.940973797927752
2000-01-18,95.625,-7.472381848654507,-4.959856602578025,-2.512525246076482
2000-01-19,101.5566406,-7.070493799406762,-5.381984041943773,-1.688509757462989
2000-01-20,98.69023438,-6.903708002880393,-5.686328834131098,-1.2173791687492947
2000-01-21,105.7382813,-6.132123274059097,-5.775487722116698,-0.35663555194239915
2000-01-24,111.71875,-4.9806491512041475,-5.616520007934188,0.6358708567300404
2000-01-25,112.8125,-3.934486813910908,-5.280113369129532,1.3456265552186242
2000-01-27,114.1875,-2.960319890801813,-4.816154673463989,1.8558347826621757
2000-01-28,117.96875,-1.8617096816331298,-4.225265675097817,2.3635559934646873
2000-01-31,112.578125,-1.409780490043616,-3.662168638086977,2.252388148043361
2000-02-01,115.09375,-0.8389623998804012,-3.097527390445662,2.2585649905652607
2000-02-02,114.6875,-0.41458683180516687,-2.560939278717563,2.1463524469123962
2000-02-03,116.40625,0.05973404724869624,-2.0368046135243114,2.0965386607730077
2000-02-04,122.5625,0.921769105798063,-1.4450898696598364,2.3668589754578995
2000-02-07,132.3671875,2.368788520834755,-0.6823141915609182,3.0511027123956733
2000-02-08,138.75,3.984668677677348,0.2510823822867351,3.733586295390613
2000-02-09,135.609375,4.954728131868251,1.1918115322030383,3.7629165996652123
2000-02-10,144.140625,6.338837640059211,2.221216753774273,4.1176208862849375
2000-02-11,155.6710938,8.270825932344891,3.4311385894883966,4.839687342856495
2000-02-14,168.1242188,10.683649227641709,4.881640717119059,5.80200851052265
2000-02-15,155.9375,11.480126956690299,6.201337965033307,5.278788991656992
2000-02-16,155.4617188,11.935366256011122,7.348143623228871,4.587222632782251
2000-02-17,160.4171875,12.551327697290844,8.388780438041266,4.162547259249578
2000-02-18,153.75,12.359028083509514,9.182829967134916,3.1761981163745983
2000-02-21,160.546875,12.609723222757651,9.868208618259464,2.741514604498187
2000-02-22,156.09375,12.307201201111496,10.35600713482987,1.9511940662816265
2000-02-23,143.6070313,10.933837997814834,10.471573307426862,0.4622646903879719
2000-02-24,148.3515625,10.111720165057449,10.39960267895298,-0.2878825138955321
2000-02-25,136.4992188,8.40689136657167,10.001060416476719,-1.594169049905048
2000-02-28,133.59375,6.743618969278572,9.34957212703709,-2.6059531577585187
2000-02-29,136.009375,5.5563343962508895,8.59092458087985,-3.0345901846289607
2000-03-01,146.8898438,5.43076326016083,7.958892316736047,-2.5281290565752164
2000-03-02,158.640625,6.207876531199531,7.608689159628744,-1.4008126284292128
2000-03-03,171.33125,7.758338478238983,7.638619023350792,0.11971945488819102
2000-03-06,185.0375,9.978049821609034,8.10650518300244,1.8715446386065935
2000-03-07,199.8398438,12.78424368639628,9.042052883681208,3.742190802715072
2000-03-08,193.56875,14.336881041584064,10.10101851526178,4.235862526322284
2000-03-09,183.0921875,14.554214370673236,10.991657686344071,3.5625566843291647
2000-03-10,182.8125,14.536318524567378,11.700589853988733,2.8357286705786446
2000-03-13,168.1882813,13.190037170215845,11.998479317234157,1.1915578529816884
2000-03-14,154.7335938,10.91163611287243,11.781110676361811,-0.8694745634893817
2000-03-15,151.6765625,8.75834918517748,11.176558378124946,-2.418209192947467
2000-03-16,139.5429688,6.003568770770585,10.141960456654076,-4.138391685883491
2000-03-21,150.70625,4.667366447565485,9.047041654836358,-4.379675207270873
2000-03-22,162.7625,4.52904706103655,8.143442736076397,-3.6143956750398463
2000-03-23,159.53125,4.111300566621736,7.337014302185465,-3.225713735563729
2000-03-24,166.7679688,4.314441985907905,6.732499838929953,-2.418057853022048
2000-03-27,163.1507813,4.135880368700072,6.213175944883977,-2.0772955761839054
2000-03-28,156.9875,3.45719135842387,5.661979027591956,-2.204787669168086
2000-03-29,161.6109375,3.254877987313762,5.1805588195363175,-1.9256808322225556
2000-03-30,151.1875,2.227778445990282,4.59000274482711,-2.3622242988368285
2000-03-31,139.0929688,0.4328771318936333,3.7585776222404155,-3.325700490346782
2000-04-03,127.965625,-1.8659690114230045,2.6336682955077313,-4.499637306930736
2000-04-04,117.7289063,-4.46239903127028,1.2144548301521287,-5.676853861422408
2000-04-05,122.0390625,-6.101955400879689,-0.24882721605423486,-5.853128184825454
2000-04-06,131.8015625,-6.53819523005086,-1.50670081885356,-5.031494411197301
2000-04-07,142.3453125,-5.964372358546228,-2.398235126792094,-3.5661372317541344
2000-04-10,153.7320313,-4.538483738893916,-2.8262848492124584,-1.7121988896814577
2000-04-11,166.0296875,-2.3886043116575593,-2.738748741701479,0.3501444300439198
2000-04-12,157.30625,-1.3728920332056305,-2.4655774000023096,1.0926853667966792
2000-04-13,144.721875,-1.5653423331853844,-2.285530386638925,0.7201880534535405
2000-04-17,133.1445313,-2.6218326088597053,-2.352790831083081,-0.2690417777766241
2000-04-18,122.7734375,-4.247012442976512,-2.7316351534617676,-1.5153772895147446
2000-04-19,112.9523438,-6.255351554686513,-3.436378433706717,-2.8189731209797957
2000-04-20,118.065625,-7.3496534803318525,-4.219033443031744,-3.1306200373001083
2000-04-24,113.5703125,-8.481856231417709,-5.071598000708938,-3.410258230708771
2000-04-25,113.9921875,-9.238596492451734,-5.904997699057497,-3.333598793394237
2000-04-26,123.1109375,-8.998779358020244,-6.523754030850046,-2.475025327170197
2000-04-27,124.4921875,-8.598153063431226,-6.938633837366282,-1.659519226064944
2000-04-28,126.5625,-8.021134279198463,-7.155133925732719,-0.8660003534657443
2000-05-02,123.0,-7.76183313167482,-7.276473766921139,-0.48535936475368047
2000-05-03,120.3125,-7.684610487527507,-7.358101111042414,-0.3265093764850935
2000-05-04,127.6875,-6.9482154188932554,-7.276123972612583,0.32790855371932714
2000-05-05,132.8125,-5.883253864619775,-6.997549951014021,1.114296086394246
