Date,Day,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),Overnight,Intraday,Previous day,,No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
29-Oct-2007,Monday,333.33,352.15,333.33,350.12,1123.66,,,,,37904.00,314.53,411040.95,29.99,34.04,19977.67,6.01,6.30,19.50,19.44,3.51,3.61
26-Oct-2007,Friday,325.40,335.56,323.17,333.36,1355.35,,,,,32886.00,363.20,391358.54,28.56,32.41,19243.17,5.72,6.00,18.62,18.58,3.34,3.44
25-Oct-2007,Thursday,322.31,330.24,321.19,325.41,1117.52,,,,,25790.00,295.49,382026.12,27.88,31.64,18770.89,5.58,5.86,18.20,18.17,3.26,3.36
24-Oct-2007,Wednesday,322.06,328.25,316.05,323.11,1102.04,,,,,36934.00,287.36,379329.60,27.68,31.41,18512.91,5.54,5.82,18.08,18.05,3.24,3.33
23-Oct-2007,Tuesday,298.66,323.79,298.66,322.13,1166.00,,,,,36447.00,297.49,378173.95,27.60,31.32,18492.84,5.53,5.80,18.03,18.00,3.23,3.32
22-Oct-2007,Monday,301.01,307.08,295.24,298.75,1978.83,,,,,36111.00,480.68,350729.07,25.59,29.05,17613.99,5.13,5.38,16.81,16.79,2.99,3.08
19-Oct-2007,Friday,318.84,324.91,298.79,305.74,2338.16,,,,,53059.00,582.48,358934.91,26.19,29.73,17559.98,5.25,5.50,17.17,17.15,3.06,3.15
18-Oct-2007,Thursday,335.56,347.32,312.65,318.95,2640.45,,,,,69811.00,714.88,374445.34,27.32,31.01,17998.39,5.47,5.74,17.87,17.83,3.19,3.29
17-Oct-2007,Wednesday,315.75,334.94,282.14,333.12,3769.07,,,,,59022.00,988.46,391075.08,28.54,32.39,18715.82,5.72,6.00,18.61,18.56,3.34,3.44
16-Oct-2007,Tuesday,329.37,334.19,324.05,327.92,1480.67,,,,,34571.00,394.17,384969.76,28.09,31.88,19051.86,5.63,5.90,18.34,18.30,3.28,3.38
15-Oct-2007,Monday,317.73,330.85,317.73,329.88,1401.60,,,,,33476.00,369.67,387273.79,28.26,32.07,19058.67,5.66,5.94,18.44,18.40,3.30,3.40
12-Oct-2007,Friday,321.94,337.29,314.75,317.83,3436.55,,,,,93221.00,906.99,357692.61,26.10,29.62,18419.04,5.23,5.49,17.12,17.10,3.05,3.14
11-Oct-2007,Thursday,324.04,328.87,320.11,325.61,2305.85,,,,,34329.00,604.78,366443.84,26.74,30.35,18814.07,5.36,5.62,17.51,17.48,3.13,3.22
10-Oct-2007,Wednesday,325.65,332.08,321.94,324.08,1645.94,,,,,36179.00,433.48,364729.83,26.61,30.21,18658.25,5.34,5.60,17.43,17.41,3.11,3.21
09-Oct-2007,Tuesday,299.02,323.84,293.09,321.99,1409.36,,,,,39569.00,355.01,362374.80,26.44,30.01,18280.24,5.30,5.56,17.33,17.30,3.09,3.19
08-Oct-2007,Monday,307.44,313.27,295.27,299.27,1145.13,,,,,31562.00,279.53,336803.93,24.58,27.89,17491.39,4.93,5.17,16.19,16.18,2.87,2.96
05-Oct-2007,Friday,299.90,314.38,299.90,307.56,1246.90,,,,,32470.00,308.78,346133.46,25.26,28.67,17773.36,5.06,5.31,16.60,16.59,2.95,3.04
04-Oct-2007,Thursday,295.93,301.51,292.34,299.96,1008.28,,,,,28338.00,242.51,337584.29,24.63,27.96,17777.14,4.94,5.18,16.22,16.21,2.88,2.97
03-Oct-2007,Wednesday,284.29,302.61,282.14,296.37,2393.00,,,,,50241.00,567.26,333543.12,24.34,27.62,17847.04,4.88,5.12,16.04,16.04,2.85,2.93
01-Oct-2007,Monday,284.29,288.23,280.36,283.47,891.84,,,,,23836.00,204.60,319022.76,23.28,26.42,17328.62,4.67,4.90,15.39,15.40,2.72,2.80
28-Sep-2007,Friday,288.50,290.86,280.83,284.32,936.64,,,,,23295.00,215.25,319977.32,24.87,26.50,17291.10,4.96,4.91,15.98,15.44,2.78,2.81
27-Sep-2007,Thursday,287.39,292.71,285.85,287.29,508.01,,,,,14734.00,118.48,323321.74,25.13,26.78,17150.56,5.01,4.96,16.13,15.59,2.81,2.84
26-Sep-2007,Wednesday,300.38,300.38,286.28,287.51,1169.63,,,,,23623.00,274.56,323565.60,25.15,26.80,16921.39,5.02,4.97,16.14,15.60,2.81,2.84
25-Sep-2007,Tuesday,294.05,300.39,288.92,297.12,699.91,,,,,19869.00,165.75,334386.19,25.99,27.69,16899.54,5.18,5.13,16.64,16.07,2.90,2.94
24-Sep-2007,Monday,287.24,294.08,283.30,291.81,789.86,,,,,18694.00,184.02,328408.04,25.52,27.20,16845.83,5.09,5.04,16.37,15.81,2.85,2.89
21-Sep-2007,Friday,270.30,284.05,266.35,281.62,870.76,,,,,20775.00,194.55,316939.47,24.63,26.25,16564.23,4.91,4.86,15.84,15.31,2.75,2.79
20-Sep-2007,Thursday,269.06,272.41,267.46,271.43,596.52,,,,,14183.00,130.11,305470.90,23.74,25.30,16347.95,4.73,4.69,15.31,14.80,2.65,2.68
19-Sep-2007,Wednesday,258.79,270.55,256.93,269.05,1061.10,,,,,24380.00,227.10,302795.36,23.53,25.08,16322.75,4.69,4.65,15.18,14.69,2.63,2.66
18-Sep-2007,Tuesday,250.74,255.56,248.51,254.87,865.57,,,,,13724.00,176.14,286839.70,22.29,23.76,15669.12,4.45,4.40,14.45,13.99,2.49,2.52
17-Sep-2007,Monday,252.60,254.94,250.26,251.17,362.33,,,,,9476.00,73.94,282666.14,21.97,23.41,15504.43,4.38,4.34,14.25,13.80,2.45,2.48
14-Sep-2007,Friday,250.86,256.25,250.86,251.92,680.70,,,,,15786.00,139.57,283509.21,22.03,23.48,15603.80,4.39,4.35,14.29,13.84,2.46,2.49
13-Sep-2007,Thursday,249.50,251.90,248.29,250.92,616.40,,,,,10900.00,124.87,282394.40,21.95,23.39,15614.44,4.38,4.33,14.24,13.79,2.45,2.48
12-Sep-2007,Wednesday,245.91,250.37,245.91,249.25,753.52,,,,,17652.00,151.38,280506.20,21.80,23.23,15505.36,4.35,4.30,14.15,13.71,2.43,2.47
11-Sep-2007,Tuesday,248.51,248.51,245.19,245.95,604.46,,,,,15885.00,120.55,276792.50,21.51,22.92,15542.77,4.29,4.25,13.98,13.55,2.40,2.43
10-Sep-2007,Monday,240.83,246.96,240.83,246.06,620.11,,,,,17851.00,122.89,276917.92,21.52,22.93,15596.83,4.29,4.25,13.99,13.55,2.40,2.43
07-Sep-2007,Friday,245.53,246.41,241.95,242.86,510.20,,,,,13260.00,100.74,273322.67,21.24,22.64,15590.42,4.24,4.19,13.82,13.39,2.37,2.40
06-Sep-2007,Thursday,241.44,246.03,241.20,245.58,506.95,,,,,12117.00,100.03,276374.45,21.48,22.89,15616.31,4.28,4.24,13.96,13.53,2.40,2.43
05-Sep-2007,Wednesday,245.17,247.56,240.98,242.37,656.83,,,,,16818.00,129.29,272772.23,21.20,22.59,15446.15,4.23,4.19,13.80,13.37,2.37,2.40
04-Sep-2007,Tuesday,242.07,244.67,241.59,244.11,546.70,,,,,15653.00,107.44,274730.11,21.35,22.75,15465.40,4.26,4.22,13.89,13.45,2.38,2.41
03-Sep-2007,Monday,242.57,245.29,241.02,242.14,647.90,,,,,15185.00,126.89,272507.46,21.18,22.57,15422.05,4.22,4.18,13.79,13.36,2.37,2.40
31-Aug-2007,Friday,236.36,243.92,235.27,242.63,1191.64,,,,,29631.00,232.40,273057.90,21.22,22.61,15318.60,4.23,4.19,13.81,13.38,2.37,2.40
30-Aug-2007,Thursday,233.90,238.23,233.53,236.18,896.99,,,,,19340.00,171.47,265797.72,20.66,22.01,15121.74,4.12,4.08,13.48,13.06,2.31,2.34
29-Aug-2007,Wednesday,229.07,235.26,228.85,234.00,933.10,,,,,22846.00,175.71,263345.15,20.47,21.81,14993.04,4.08,4.04,13.36,12.95,2.29,2.31
28-Aug-2007,Tuesday,224.12,234.02,224.12,232.79,816.01,,,,,20278.00,151.54,261986.48,20.36,21.70,14919.19,4.06,4.02,13.30,12.90,2.27,2.30
27-Aug-2007,Monday,219.66,227.82,219.66,226.95,661.85,,,,,15252.00,120.14,255409.12,19.85,21.15,14842.38,3.96,3.92,13.00,12.61,2.22,2.24
24-Aug-2007,Friday,215.70,220.28,215.70,219.72,563.71,,,,,16712.00,99.42,247278.00,19.22,20.48,14424.87,3.83,3.79,12.62,12.25,2.15,2.17
23-Aug-2007,Thursday,219.78,224.11,214.47,215.77,997.21,,,,,19422.00,175.85,242832.71,18.87,20.11,14163.98,3.76,3.73,12.42,12.05,2.11,2.13
22-Aug-2007,Wednesday,216.32,221.76,212.60,218.97,1065.77,,,,,26449.00,188.07,246427.96,19.15,20.41,14248.66,3.82,3.78,12.58,12.21,2.14,2.17
21-Aug-2007,Tuesday,222.14,224.36,214.95,216.36,1067.18,,,,,21183.00,189.42,243494.63,18.92,20.17,13989.11,3.77,3.74,12.45,12.08,2.11,2.14
20-Aug-2007,Monday,219.16,225.11,219.16,221.86,670.77,,,,,17225.00,120.42,249681.80,19.40,20.68,14427.55,3.87,3.83,12.73,12.36,2.17,2.19
17-Aug-2007,Friday,212.97,219.78,210.50,217.03,1814.82,,,,,35149.00,313.84,244254.09,18.98,20.23,14141.52,3.79,3.75,12.48,12.12,2.12,2.15
16-Aug-2007,Thursday,221.64,221.64,213.96,215.34,1156.66,,,,,29662.00,201.89,242351.95,18.84,20.07,14358.21,3.76,3.72,12.39,12.03,2.10,2.13
14-Aug-2007,Tuesday,225.11,228.08,224.74,226.82,447.46,,,,,9469.00,81.69,255262.80,19.84,21.14,15000.91,3.96,3.92,12.99,12.60,2.22,2.24
13-Aug-2007,Monday,224.12,227.83,223.54,226.46,483.76,,,,,11637.00,88.24,254858.69,19.81,21.11,15017.21,3.95,3.91,12.97,12.58,2.21,2.24
10-Aug-2007,Friday,223.50,225.58,220.16,224.21,919.14,,,,,25542.00,165.22,252329.47,19.61,20.90,14868.25,3.91,3.87,12.85,12.47,2.19,2.22
09-Aug-2007,Thursday,232.17,236.62,227.21,228.08,1055.92,,,,,23341.00,198.18,256684.18,19.95,21.26,15100.15,3.98,3.94,13.05,12.66,2.23,2.26
08-Aug-2007,Wednesday,223.50,233.40,223.50,232.25,1426.42,,,,,26050.00,264.85,261373.34,20.31,21.65,15307.98,4.05,4.01,13.27,12.87,2.27,2.30
07-Aug-2007,Tuesday,221.02,225.33,221.02,223.60,639.25,,,,,15917.00,115.53,251646.65,19.56,20.84,14932.77,3.90,3.86,12.82,12.44,2.18,2.21
06-Aug-2007,Monday,219.16,221.76,216.95,220.67,828.34,,,,,17865.00,146.63,248344.04,19.30,20.57,14903.03,3.85,3.81,12.67,12.30,2.16,2.18
03-Aug-2007,Friday,223.00,227.70,222.40,223.03,1066.76,,,,,16902.00,193.50,251005.64,19.51,20.79,15138.40,3.89,3.85,12.79,12.41,2.18,2.21
02-Aug-2007,Thursday,216.56,227.71,216.56,223.08,832.12,,,,,21105.00,150.94,251054.41,19.51,20.79,14985.70,3.89,3.85,12.79,12.42,2.18,2.21
01-Aug-2007,Wednesday,232.91,232.91,221.76,222.63,1588.46,,,,,38512.00,290.11,250552.75,19.47,20.75,14935.77,3.88,3.84,12.77,12.39,2.17,2.20
31-Jul-2007,Tuesday,232.17,235.14,227.34,234.31,742.38,,,,,16065.00,138.84,263693.53,20.49,21.84,15550.99,4.09,4.05,13.38,12.97,2.29,2.32
30-Jul-2007,Monday,231.05,235.26,227.84,228.80,1160.41,,,,,25678.00,216.89,257499.38,20.01,21.33,15260.91,3.99,3.95,13.09,12.70,2.23,2.26
27-Jul-2007,Friday,237.89,239.97,229.94,231.11,2200.12,,,,,38878.00,415.02,260091.31,20.21,21.54,15234.57,4.03,3.99,13.21,12.81,2.26,2.29
26-Jul-2007,Thursday,238.33,241.20,236.13,240.34,794.87,,,,,16902.00,153.97,270479.91,21.02,22.40,15776.31,4.19,4.15,13.69,13.27,2.35,2.38
25-Jul-2007,Wednesday,236.31,236.99,232.54,235.68,561.65,,,,,10714.00,106.51,265240.32,20.61,21.97,15699.33,4.11,4.07,13.45,13.04,2.30,2.33
24-Jul-2007,Tuesday,237.74,239.22,236.15,236.71,844.48,,,,,11168.00,162.16,266396.93,20.70,22.06,15794.92,4.13,4.09,13.50,13.09,2.31,2.34
23-Jul-2007,Monday,233.40,237.12,232.29,236.61,499.91,,,,,8523.00,95.10,266285.45,20.70,22.05,15732.20,4.13,4.09,13.50,13.08,2.31,2.34
20-Jul-2007,Friday,234.77,237.99,232.85,233.65,834.92,,,,,17335.00,158.63,262948.00,20.44,21.78,15565.55,4.08,4.04,13.34,12.94,2.28,2.31
19-Jul-2007,Thursday,227.06,238.36,224.74,234.82,1113.10,,,,,20238.00,208.20,264271.83,20.54,21.89,15550.13,4.10,4.06,13.41,13.00,2.29,2.32
18-Jul-2007,Wednesday,228.95,228.95,223.37,225.36,695.77,,,,,13852.00,126.76,253618.46,19.71,21.00,15301.17,3.93,3.89,12.91,12.53,2.20,2.23
17-Jul-2007,Tuesday,221.02,227.09,221.02,226.27,917.32,,,,,18381.00,166.86,254642.69,19.79,21.09,15289.82,3.95,3.91,12.96,12.57,2.21,2.24
16-Jul-2007,Monday,220.40,221.02,218.85,219.98,381.47,,,,,8399.00,67.82,247563.67,19.24,20.50,15311.22,3.84,3.80,12.63,12.26,2.15,2.18
13-Jul-2007,Friday,215.45,221.20,213.72,218.98,993.39,,,,,23805.00,175.17,246441.90,19.15,20.41,15272.72,3.82,3.78,12.58,12.21,2.14,2.17
12-Jul-2007,Thursday,209.26,213.60,209.26,212.84,419.70,,,,,9036.00,72.17,239530.10,18.62,19.84,15092.04,3.71,3.68,12.26,11.91,2.08,2.11
11-Jul-2007,Wednesday,209.57,212.73,209.57,210.71,340.40,,,,,8361.00,58.09,237140.23,18.43,19.64,14910.62,3.68,3.64,12.15,11.80,2.06,2.08
10-Jul-2007,Tuesday,211.86,212.35,209.90,210.78,252.44,,,,,6222.00,43.07,237216.87,18.44,19.65,15009.88,3.68,3.64,12.16,11.81,2.06,2.09
09-Jul-2007,Monday,211.86,212.85,210.63,211.86,346.91,,,,,8637.00,59.36,238429.23,18.53,19.75,15045.73,3.70,3.66,12.21,11.86,2.07,2.10
06-Jul-2007,Friday,211.74,214.58,210.87,211.91,766.58,,,,,13759.00,131.83,238491.93,18.54,19.75,14964.12,3.70,3.66,12.21,11.86,2.07,2.10
05-Jul-2007,Thursday,212.35,213.41,208.08,211.48,591.37,,,,,15305.00,100.45,237997.24,18.50,19.71,14861.89,3.69,3.65,12.19,11.84,2.07,2.09
04-Jul-2007,Wednesday,211.12,214.34,211.12,212.44,620.00,,,,,13742.00,106.68,239084.17,18.58,19.80,14880.24,3.71,3.67,12.24,11.89,2.07,2.10
03-Jul-2007,Tuesday,208.52,211.93,208.52,211.17,670.03,,,,,9980.00,114.18,237655.83,18.47,19.68,14806.51,3.68,3.65,12.18,11.83,2.06,2.09
02-Jul-2007,Monday,210.37,211.71,208.02,208.58,609.62,,,,,10730.00,103.23,234736.43,18.24,19.44,14664.26,3.64,3.60,12.04,11.70,2.04,2.06
29-Jun-2007,Friday,210.47,211.92,209.14,210.53,706.78,,,,,13343.00,120.15,236938.17,19.84,19.62,14650.51,3.87,3.64,11.67,11.80,2.12,2.08
28-Jun-2007,Thursday,211.49,211.98,208.71,209.54,651.23,,,,,11576.00,110.34,235816.40,19.74,19.53,14504.57,3.85,3.62,11.62,11.75,2.11,2.07
27-Jun-2007,Wednesday,210.35,211.77,209.51,210.21,425.90,,,,,9029.00,72.54,236568.89,19.81,19.59,14431.06,3.86,3.63,11.66,11.78,2.12,2.08
26-Jun-2007,Tuesday,211.24,212.90,210.48,210.93,556.74,,,,,10511.00,95.22,237384.09,19.88,19.66,14501.08,3.88,3.64,11.69,11.82,2.13,2.09
25-Jun-2007,Monday,210.50,212.11,210.03,211.25,553.32,,,,,11115.00,94.39,237739.44,19.91,19.69,14487.72,3.88,3.65,11.71,11.83,2.13,2.09
22-Jun-2007,Friday,213.59,214.71,210.08,211.00,862.36,,,,,16931.00,147.45,237460.74,19.88,19.67,14467.36,3.88,3.64,11.70,11.82,2.13,2.09
21-Jun-2007,Thursday,214.46,216.07,213.34,214.60,563.80,,,,,15397.00,97.71,241515.85,20.22,20.00,14499.24,3.94,3.71,11.88,12.00,2.16,2.12
20-Jun-2007,Wednesday,212.97,215.82,212.97,214.47,551.10,,,,,14267.00,95.54,241362.56,20.21,19.99,14411.95,3.94,3.70,11.87,11.99,2.16,2.12
19-Jun-2007,Tuesday,206.66,214.45,206.66,213.86,752.03,,,,,18317.00,127.80,240679.74,20.15,19.93,14295.50,3.93,3.69,11.84,11.96,2.15,2.12
18-Jun-2007,Monday,208.02,209.69,206.29,206.94,613.88,,,,,14939.00,103.23,232890.03,19.50,19.29,14080.14,3.80,3.57,11.49,11.62,2.09,2.05
15-Jun-2007,Friday,210.00,211.74,206.33,208.02,758.76,,,,,16509.00,128.70,234109.35,19.60,19.39,14162.71,3.82,3.59,11.55,11.67,2.10,2.06
14-Jun-2007,Thursday,210.16,210.99,208.14,210.03,584.31,,,,,11676.00,99.03,236366.83,19.79,19.58,14203.72,3.86,3.63,11.65,11.77,2.12,2.08
13-Jun-2007,Wednesday,209.88,211.61,206.55,207.22,876.42,,,,,19287.00,147.89,233203.57,19.53,19.31,14003.03,3.81,3.58,11.51,11.63,2.09,2.05
12-Jun-2007,Tuesday,206.53,211.86,205.79,210.44,1050.42,,,,,24449.00,176.66,236833.66,19.83,19.61,14130.95,3.87,3.63,11.67,11.79,2.12,2.08
11-Jun-2007,Monday,206.41,209.69,205.85,206.56,682.26,,,,,17061.00,114.64,232465.01,19.46,19.25,14083.41,3.80,3.57,11.48,11.60,2.08,2.04
08-Jun-2007,Friday,204.43,210.06,203.07,205.56,1125.12,,,,,28243.00,187.67,231343.24,19.37,19.16,14063.81,3.78,3.55,11.43,11.55,2.07,2.03
07-Jun-2007,Thursday,207.40,211.23,205.67,206.52,942.54,,,,,23944.00,158.89,232423.21,19.46,19.25,14186.18,3.79,3.57,11.47,11.60,2.08,2.04
06-Jun-2007,Wednesday,215.70,216.94,208.14,208.93,967.55,,,,,21284.00,165.25,235133.58,19.69,19.47,14255.93,3.84,3.61,11.59,11.72,2.11,2.07
05-Jun-2007,Tuesday,216.42,216.81,213.47,216.08,619.77,,,,,13701.00,107.78,243174.12,20.36,20.14,14535.01,3.97,3.73,11.95,12.07,2.18,2.14
04-Jun-2007,Monday,218.55,218.55,214.85,215.43,406.06,,,,,11325.00,70.98,242442.53,20.30,20.08,14495.77,3.96,3.72,11.92,12.04,2.17,2.13
01-Jun-2007,Friday,217.93,220.28,216.11,216.73,456.18,,,,,11755.00,80.35,243912.68,20.42,20.20,14570.75,3.98,3.74,11.98,12.10,2.18,2.14
31-May-2007,Thursday,216.94,219.26,216.45,217.95,585.03,,,,,12466.00,103.01,245285.29,20.54,20.31,14544.46,4.00,3.76,12.05,12.16,2.20,2.16
30-May-2007,Wednesday,216.69,220.40,215.70,217.05,854.68,,,,,21204.00,150.39,244274.99,20.45,20.23,14411.38,3.99,3.75,12.00,12.12,2.19,2.15
29-May-2007,Tuesday,212.97,218.64,211.98,217.28,856.62,,,,,19614.00,149.01,244525.82,20.47,20.25,14508.21,3.99,3.75,12.01,12.13,2.19,2.15
28-May-2007,Monday,213.72,216.67,212.35,213.32,326.30,,,,,8978.00,56.63,240073.57,20.10,19.88,14397.89,3.92,3.68,11.81,11.93,2.15,2.11
25-May-2007,Friday,211.98,215.08,210.62,213.81,855.65,,,,,19934.00,147.33,240624.00,20.15,19.93,14338.45,3.93,3.69,11.84,11.96,2.15,2.12
24-May-2007,Thursday,216.08,218.05,212.48,213.64,849.44,,,,,19105.00,147.63,240435.88,20.13,19.91,14218.11,3.93,3.69,11.83,11.95,2.15,2.11
23-May-2007,Wednesday,219.16,221.02,216.59,217.40,620.59,,,,,15094.00,109.41,244665.17,20.49,20.26,14363.26,3.99,3.75,12.02,12.13,2.19,2.15
22-May-2007,Tuesday,219.29,220.40,215.26,219.81,1090.24,,,,,25093.00,192.02,247382.51,20.71,20.49,14453.72,4.04,3.80,12.14,12.25,2.21,2.17
21-May-2007,Monday,211.12,220.40,211.12,218.12,986.70,,,,,22280.00,172.16,245473.41,20.55,20.33,14418.60,4.01,3.77,12.05,12.17,2.20,2.16
18-May-2007,Friday,207.47,211.12,206.23,210.42,774.00,,,,,17938.00,130.98,236812.76,19.83,19.61,14303.41,3.87,3.63,11.67,11.79,2.12,2.08
17-May-2007,Thursday,203.69,209.03,203.07,208.62,988.50,,,,,20308.00,164.95,234785.20,19.66,19.44,14299.71,3.83,3.60,11.58,11.70,2.10,2.06
16-May-2007,Wednesday,200.59,203.65,197.89,202.37,777.74,,,,,15197.00,125.90,227754.95,19.07,18.86,14127.31,3.72,3.50,11.27,11.39,2.04,2.00
15-May-2007,Tuesday,200.22,200.99,197.25,197.85,618.61,,,,,13928.00,99.33,222661.68,18.64,18.44,13929.33,3.63,3.42,11.04,11.17,1.99,1.96
14-May-2007,Monday,199.38,201.46,198.73,200.70,884.99,,,,,14036.00,142.86,225873.72,18.91,18.71,13965.86,3.69,3.47,11.18,11.31,2.02,1.99
11-May-2007,Friday,194.40,198.05,192.55,196.91,1327.15,,,,,24564.00,209.88,221602.62,18.55,18.35,13796.16,3.62,3.40,10.99,11.12,1.98,1.95
10-May-2007,Thursday,198.12,199.85,195.02,195.81,547.77,,,,,12298.00,87.44,220369.36,18.45,18.25,13771.23,3.60,3.38,10.94,11.07,1.97,1.94
09-May-2007,Wednesday,197.48,198.11,195.30,197.76,640.75,,,,,14623.00,101.82,222557.17,18.63,18.43,13781.51,3.63,3.42,11.04,11.16,1.99,1.96
08-May-2007,Tuesday,199.48,199.92,196.88,197.33,666.06,,,,,11452.00,106.75,222076.41,18.59,18.39,13765.46,3.63,3.41,11.01,11.14,1.99,1.95
07-May-2007,Monday,197.25,200.32,197.25,198.79,971.12,,,,,14274.00,156.18,223720.75,18.73,18.53,13879.25,3.65,3.43,11.09,11.22,2.00,1.97
04-May-2007,Friday,204.53,204.53,195.28,195.95,1518.92,,,,,27120.00,242.28,220529.62,18.46,18.26,13934.27,3.60,3.38,10.95,11.08,1.97,1.94
03-May-2007,Thursday,195.49,201.56,195.02,200.98,863.32,,,,,20363.00,138.42,226180.29,18.94,18.73,14078.21,3.69,3.47,11.20,11.32,2.03,1.99
30-Apr-2007,Monday,189.57,194.95,186.35,193.17,764.04,,,,,17579.00,117.49,217401.19,18.20,18.00,13872.37,3.55,3.34,10.81,10.94,1.95,1.91
27-Apr-2007,Friday,201.21,201.21,189.64,190.46,1206.73,,,,,29462.00,187.54,214349.41,17.95,17.75,13908.58,3.50,3.29,10.67,10.80,1.92,1.88
26-Apr-2007,Thursday,199.48,201.19,195.64,197.71,1909.70,,,,,33685.00,307.03,222508.40,18.63,18.43,14228.88,3.63,3.41,11.03,11.16,1.99,1.96
25-Apr-2007,Wednesday,198.59,198.75,193.78,198.10,871.57,,,,,17722.00,138.07,222940.38,18.67,18.46,14217.77,3.64,3.42,11.05,11.18,2.00,1.96
24-Apr-2007,Tuesday,192.42,196.38,191.30,195.69,718.64,,,,,17064.00,112.98,220236.98,18.44,18.24,14136.72,3.60,3.38,10.93,11.06,1.97,1.94
23-Apr-2007,Monday,191.92,193.16,189.08,192.43,625.20,,,,,16757.00,96.69,216565.08,18.13,17.94,13928.33,3.54,3.32,10.77,10.90,1.94,1.90
20-Apr-2007,Friday,187.59,191.30,185.11,190.84,884.37,,,,,21773.00,134.88,214774.43,17.98,17.79,13897.41,3.51,3.30,10.69,10.82,1.92,1.89
19-Apr-2007,Thursday,183.26,185.67,181.03,184.85,1388.09,,,,,13023.00,205.84,208036.82,17.42,17.23,13619.70,3.40,3.19,10.39,10.53,1.86,1.83
18-Apr-2007,Wednesday,183.04,185.11,182.65,184.05,538.50,,,,,11196.00,80.11,207138.00,17.34,17.15,13672.19,3.38,3.18,10.35,10.49,1.85,1.82
17-Apr-2007,Tuesday,183.13,184.22,179.91,182.77,1046.95,,,,,14319.00,154.07,205688.75,17.22,17.03,13607.04,3.36,3.16,10.29,10.42,1.84,1.81
16-Apr-2007,Monday,175.80,181.40,174.96,180.78,645.71,,,,,14031.00,93.38,203452.17,17.03,16.85,13695.58,3.32,3.12,10.19,10.33,1.82,1.79
13-Apr-2007,Friday,173.08,175.21,171.10,174.67,500.10,,,,,10761.00,70.15,196575.21,16.46,16.28,13384.08,3.21,3.02,9.88,10.02,1.76,1.73
12-Apr-2007,Thursday,169.39,172.34,169.39,171.82,397.02,,,,,6363.00,54.94,193370.14,16.19,16.01,13113.81,3.16,2.97,9.74,9.88,1.73,1.70
11-Apr-2007,Wednesday,171.31,173.10,170.51,171.74,444.68,,,,,9616.00,61.66,193279.57,16.18,16.01,13183.24,3.16,2.97,9.74,9.88,1.73,1.70
10-Apr-2007,Tuesday,171.34,171.86,169.82,171.10,323.66,,,,,8509.00,44.64,192561.91,16.12,15.95,13189.54,3.14,2.95,9.70,9.85,1.72,1.69
09-Apr-2007,Monday,168.84,171.74,168.84,171.34,342.69,,,,,7889.00,47.25,192833.64,16.15,15.97,13177.74,3.15,2.96,9.72,9.86,1.73,1.69
05-Apr-2007,Thursday,169.50,169.50,167.54,168.09,351.50,,,,,8554.00,47.74,189175.68,15.84,15.67,12856.08,3.09,2.90,9.55,9.70,1.69,1.66
04-Apr-2007,Wednesday,166.42,169.39,166.42,168.79,499.15,,,,,10818.00,67.89,189956.05,15.90,15.73,12786.77,3.10,2.91,9.59,9.73,1.70,1.67
03-Apr-2007,Tuesday,162.83,166.66,162.15,166.07,843.64,,,,,16390.00,112.21,186897.30,15.65,15.48,12624.58,3.05,2.87,9.45,9.60,1.67,1.64
02-Apr-2007,Monday,167.78,168.76,161.59,162.64,1235.74,,,,,17702.00,164.06,183037.28,15.33,15.16,12455.37,2.99,2.81,9.28,9.43,1.64,1.61
30-Mar-2007,Friday,168.43,170.07,167.65,169.43,566.67,,,,,10077.00,77.29,190680.67,17.13,20.29,13072.10,3.58,4.14,11.13,12.43,1.78,2.30
29-Mar-2007,Thursday,167.77,169.28,166.06,167.91,840.85,,,,,10830.00,114.19,188973.63,16.98,20.11,12979.66,3.55,4.10,11.04,12.33,1.76,2.28
28-Mar-2007,Wednesday,170.87,170.87,166.30,166.99,576.13,,,,,8577.00,78.03,187935.46,16.89,20.00,12884.34,3.53,4.08,10.99,12.27,1.75,2.26
26-Mar-2007,Monday,170.81,171.29,168.52,169.04,375.36,,,,,8331.00,51.57,190241.72,17.09,20.24,13124.32,3.58,4.13,11.11,12.41,1.77,2.29
23-Mar-2007,Friday,170.50,171.37,168.40,170.77,621.01,,,,,12430.00,85.44,192192.63,17.27,20.45,13285.93,3.61,4.17,11.21,12.52,1.79,2.31
22-Mar-2007,Thursday,175.83,175.83,166.84,170.16,725.62,,,,,14080.00,99.27,191502.84,17.21,20.38,13308.03,3.60,4.16,11.17,12.48,1.78,2.31
21-Mar-2007,Wednesday,163.30,166.50,161.90,165.93,637.04,,,,,13508.00,84.46,186737.05,16.78,19.87,12945.88,3.51,4.06,10.92,12.20,1.74,2.25
20-Mar-2007,Tuesday,163.93,164.94,163.20,163.57,393.44,,,,,9419.00,52.07,184089.38,16.54,19.59,12705.94,3.46,4.00,10.78,12.04,1.72,2.22
19-Mar-2007,Monday,161.83,163.07,160.60,162.70,406.37,,,,,10659.00,53.17,183106.96,16.45,19.48,12644.99,3.44,3.98,10.73,11.99,1.71,2.21
