Date,Close,MA_20,MA_50,MA_100,MA_200,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,ATR_14,ATR_Percent,Volume,Volume_MA_20,Volume_Ratio
2000-01-27,33.52,,,,,65.29992406985573,1.7666011869662697,1.5896652412315557,0.17693594573471394,,,,,1.566428571428571,4.6731162632117265,11499.3,,
2000-01-28,33.8,,,,,59.841827768014056,1.8025237573415218,1.6322369444535492,0.17028681288797265,,,,,1.4557142857142853,4.306846999154691,9096.79,,
2000-01-31,33.12,31.070999999999998,,,,59.58005249343831,1.7558816257854808,1.6569658807199357,0.09891574506554512,35.35742361047308,31.070999999999998,26.78457638952692,27.59115323274487,1.3942857142857135,4.209799861973773,7301.83,10312.294,0.708070386666633
2000-02-01,34.15,31.508500000000005,,,,74.10207939508504,1.7814938403693752,1.6818714726498238,0.09962236771955135,35.08519812448357,31.508500000000005,27.93180187551644,22.70306821640867,1.262857142857142,3.6979711357456577,8462.5,10448.828,0.8098994451817946
2000-02-02,34.01,31.8375,,,,68.66158868335145,1.7700903749821784,1.699515253116295,0.07057512186588344,35.02379218602702,31.8375,28.651207813972974,20.015969759101846,1.1699999999999988,3.4401646574536873,8383.32,10293.429,0.8144341404598991
2000-02-03,34.36,32.1185,,,,68.21192052980132,1.7689042938385633,1.7133930612607486,0.05551123257781465,35.14168949734252,32.1185,29.095310502657473,18.82522220740398,1.1428571428571417,3.3261267254282356,5940.99,9615.427,0.6178602364720777
2000-02-04,34.05,32.346500000000006,,,,63.03592120509846,1.7230872297649213,1.7153318949615832,0.007755334803338121,35.219072842739095,32.346500000000006,29.473927157260917,17.76125913306904,1.1135714285714273,3.270400671281725,8910.94,9462.497500000001,0.9417112131337418
2000-02-07,34.63,32.5,,,,70.65727699530515,1.7138221541543466,1.715029946800136,-0.0012077926457894073,35.51993377410831,32.5,29.480066225891694,18.58420784066651,1.0814285714285705,3.122808464997316,8547.41,9125.7205,0.9366285105926705
2000-02-08,34.67,32.687,,,,66.48793565683644,1.6902233381727925,1.7100686250746675,-0.019845286901875037,35.76030167049946,32.687,29.613698329500536,18.804427879581862,1.0207142857142848,2.944085046767478,4123.39,8803.005000000001,0.46840709507719236
2000-02-09,34.78,32.9735,,,,69.73865199449793,1.6612473616838557,1.7003043723965052,-0.039057010712649554,35.66367138957041,32.9735,30.283328610429592,16.317172211445,1.0292857142857137,2.959418384950298,7993.77,8700.342999999999,0.9187879144534878
2000-02-10,36.67,33.278000000000006,,,,81.40350877192981,1.770383022706092,1.7143201024584227,0.056062920247669235,36.19642495372528,33.278000000000006,30.35957504627474,17.539665567193154,1.063571428571428,2.9003856792239646,8800.58,8775.394499999999,1.0028700134221888
2000-02-11,35.99,33.5245,,,,70.59585492227978,1.7814678508835584,1.72774965214345,0.0537181987401083,36.48660789099499,33.5245,30.562392109005017,17.671302426553627,1.1235714285714278,3.1218989401817945,8932.39,8653.2775,1.0322551195197425
2000-02-14,35.49,33.709,,,,65.375,1.7299648775082588,1.7281926972164119,0.001772180291846892,36.67850749061896,33.709,30.73949250938104,17.618484622023555,1.148571428571428,3.2363241154449924,3931.14,8217.920999999998,0.47836186305514505
2000-02-15,35.04,33.9055,,,,65.45682102628282,1.6340014097354967,1.709354439720229,-0.07535302998473226,36.663450993801476,33.9055,31.14754900619853,16.268457883242966,1.1621428571428563,3.3166177429876034,5133.57,8162.736999999999,0.6289030260315872
2000-02-16,34.73,34.0315,,,,58.23129251700675,1.5154659132213837,1.67057673442046,-0.15511082119907638,36.69183060865909,34.0315,31.371169391340914,15.63451865864912,1.143571428571428,3.292748138702643,4563.06,7913.25,0.5766353900104256
2000-02-17,35.59,34.215500000000006,,,,61.286254728877694,1.4739299440069544,1.631247376337759,-0.15731743233080464,36.76474116676234,34.215500000000006,31.666258833237674,14.901089662651918,1.162857142857142,3.2673704491630846,5922.03,7810.404,0.7582232622025697
2000-02-18,35.23,34.41199999999999,,,,63.86333771353477,1.3958726468274776,1.5841724304357028,-0.1882997836082252,36.5944814462345,34.41199999999999,32.22951855376549,12.684420819682119,1.1578571428571425,3.286565832691293,5370.89,7586.4794999999995,0.707955514807626
2000-02-21,34.98,34.5205,,,,56.07613469985355,1.2988662442301404,1.5271111931945904,-0.22824494896445002,36.57993758290818,34.5205,32.46106241709182,11.93167875846631,1.135714285714285,3.246753246753245,2999.0,7100.825999999999,0.42234523138575714
2000-02-22,34.33,34.5855,,,,52.179836512261566,1.1562103305800306,1.4529310206716786,-0.2967206900916479,36.52545632072368,34.5855,32.64554367927633,11.21832167077922,1.1514285714285712,3.3540010819358326,4143.23,6845.7035000000005,0.6052307114966342
2000-02-23,33.12,34.613,,,,42.43902439024391,0.9347424742378649,1.349293311384916,-0.414550837147051,36.44526176020095,34.613,32.78073823979905,10.58713061682576,1.2335714285714288,3.7245514147688072,3516.46,6678.6295,0.5265241918270807
2000-02-24,33.76,34.625,,,,48.300117233294266,0.8016295671408642,1.2397605625361057,-0.4381309953952415,36.43006305473767,34.625,32.81993694526233,10.426356994874645,1.254285714285715,3.7153012863913357,4192.55,6313.2919999999995,0.6640830172277792
2000-02-25,32.42,34.556,,,,38.105489773950495,0.5813088613852031,1.1080702223059253,-0.5267613609207222,36.585409040245835,34.556,32.52659095975416,11.74562472650676,1.3042857142857147,4.023089803472284,5542.06,6135.5554999999995,0.9032694757630342
2000-02-28,34.08,34.604,,,,47.296058661778176,0.5344899738400457,0.9933541726127495,-0.4588641987727038,36.533345675829516,34.604,32.67465432417048,11.150998010805205,1.4150000000000007,4.151995305164322,5785.78,6059.753,0.9547880911977765
2000-02-29,31.35,34.464000000000006,,,,37.32446415373245,0.27393967762843374,0.8494712736158864,-0.5755315959874526,36.877631463605255,34.464000000000006,32.05036853639476,14.00668212398589,1.587857142857143,5.0649350649350655,10270.56,6150.156,1.6699673959489807
2000-03-01,31.97,34.361999999999995,,,,30.831973898858067,0.11614169993980283,0.7028053588806698,-0.5866636589408669,37.0167879288878,34.361999999999995,31.70721207111219,15.45188247999422,1.6185714285714288,5.062782072478663,8349.42,6148.461,1.3579690917776008
2000-03-02,29.41,34.11450000000001,,,,26.73267326732673,-0.21302927061327637,0.5196384329818805,-0.7326677035951569,37.57174852569513,34.11450000000001,30.657251474304886,20.26849888285111,1.6528571428571432,5.6200514888036155,9208.74,6311.8485,1.4589608733479582
2000-03-03,27.09,33.76649999999999,,,,23.68421052631578,-0.6535702957404652,0.28499668723741134,-0.9385669829778766,38.438748528898,33.76649999999999,29.094251471101988,27.673869242580718,1.7357142857142862,6.407214048410063,7097.24,6221.163500000001,1.1408219700382412
2000-03-06,26.26,33.348,,,,23.133414932680537,-1.0574862522276938,0.016500099344390312,-1.073986351572084,39.074965210852596,33.348,27.621034789147398,34.34667872647595,1.9492857142857147,7.423022522032424,7876.89,6187.6375,1.27300443828521
2000-03-07,24.86,32.8575,,,,21.68674698795182,-1.4735744089942884,-0.2815148023233454,-1.192059606670943,39.68280546839058,32.8575,26.03219453160942,41.544886058833335,2.0192857142857146,8.122629582806576,7168.26,6339.880999999999,1.130661600746134
2000-03-08,23.62,32.299499999999995,,,,16.3952835485682,-1.8816939117716025,-0.6015506242129969,-1.2801432875586056,40.202675843991635,32.299499999999995,24.39632415600835,48.93683087349119,2.0735714285714293,8.778879883875652,5426.09,6211.497,0.8735559237974356
2000-03-09,23.05,31.6185,,,,16.204217536071013,-2.2254719391695374,-0.9263348872043051,-1.2991370519652323,40.249687696524276,31.6185,22.987312303475722,54.5958074957653,2.1350000000000007,9.26247288503254,4162.42,5979.589,0.6961046988346523
2000-03-10,22.12,30.925,,,,15.614973262032066,-2.543640229134649,-1.249795955590374,-1.293844273544275,40.27610801202896,30.925,21.573891987971038,60.47604211498117,2.2150000000000007,10.01356238698011,7328.11,5899.375,1.2421841296747536
2000-03-13,20.49,30.175,31.4744,,,14.837398373983717,-2.893958516382135,-1.5786284677487261,-1.3153300486334087,40.35398040597701,30.175,19.99601959402299,67.46631586397356,2.3414285714285716,11.427177020149204,7784.08,6092.022,1.2777498177124114
2000-03-14,22.12,29.529000000000003,31.408799999999996,,,22.636815920398007,-3.005416336688487,-1.8639860415366782,-1.141430295151809,40.04238775586938,29.529000000000003,19.01561224413063,71.20720482149326,2.349285714285714,10.62064066132782,8137.11,6242.199,1.303564657262609
2000-03-15,23.88,28.9865,31.3378,,,26.72007540056549,-2.9180922205559874,-2.07480727734054,-0.8432849432154472,39.48961688074199,28.9865,18.48338311925801,72.4690244130336,2.3978571428571422,10.041277817659724,7086.03,6368.347500000001,1.1126952478645362
2000-03-16,23.51,28.3825,31.2332,,,27.999999999999986,-2.845936947568351,-2.229033211386102,-0.6169037361822487,38.673916709799386,28.3825,18.091083290200615,72.51945184391357,2.375714285714285,10.105122440298956,7686.0,6456.546,1.1904197693317757
2000-03-21,24.21,27.8315,31.1276,,,24.416796267496096,-2.7011322528051736,-2.3234530196699166,-0.377679233135257,37.75263591756196,27.8315,17.910364082438036,71.29429543906699,2.3221428571428566,9.591668141854012,4532.76,6414.639499999999,0.7066273950391134
2000-03-22,24.29,27.297000000000004,30.982200000000002,,,28.78605769230768,-2.5505173808077544,-2.3688658918974843,-0.18165148891027005,36.7367236801665,27.297000000000004,17.85727631983351,69.16308517541484,2.136428571428571,8.795506675292595,3837.52,6456.5655,0.5943593385678501
2000-03-23,24.12,26.7865,30.846,,,25.756639901173557,-2.4170098043903145,-2.3784946743960504,-0.0385151299942641,35.71525726603602,26.7865,17.857742733963985,66.66609871417332,2.0121428571428566,8.342217484008527,2913.84,6395.096,0.45563663156893974
2000-03-24,24.21,26.340999999999998,30.749200000000002,,,31.049562682215736,-2.2776860929021154,-2.3583329580972636,0.08064686519514819,34.816830404900344,26.340999999999998,17.86516959509965,64.35465931362019,1.8307142857142857,7.561810349914438,2292.95,6333.9205,0.36201117459557625
2000-03-27,26.14,25.96,30.6604,,,46.43660915228807,-1.9886126882557846,-2.284388904128968,0.29577621587318337,33.68329626928551,25.96,18.23670373071449,59.501512090027056,1.8007142857142855,6.8887310088534255,3435.98,6296.092,0.5457321779923165
2000-03-28,28.23,25.7505,30.6038,,,56.751199451679234,-1.5727447764872267,-2.1420600786006196,0.569315302113393,32.94520119345894,25.7505,18.555798806541052,55.880089267850686,1.6678571428571427,5.90810181670968,6550.16,6346.497,1.0320906162880088
2000-03-29,27.15,25.404,30.5108,,,58.02382620882971,-1.3151531672498997,-1.9766786963304757,0.6615255290805759,31.492029324225808,25.404,19.315970675774192,47.929690790629884,1.662142857142857,6.122073138647724,7292.48,6421.832,1.1355762654644344
2000-03-30,29.32,25.302500000000002,30.475,,,68.75,-0.925243465799003,-1.7663916502241812,0.8411481844251782,31.030153602434027,25.302500000000002,19.574846397565977,45.27342043224206,1.7607142857142855,6.00516468524654,9824.14,6399.5109999999995,1.5351391692271488
2000-03-31,31.66,25.287,30.464000000000002,,,75.36829699469652,-0.42254790522295593,-1.4976229012239364,1.0750749960009804,30.93987109166211,25.287,19.63412890833789,44.70970136166497,1.8457142857142854,5.829798754625033,11125.47,6538.313499999999,1.7015809963838535
2000-04-03,32.81,25.457,30.482,,,81.09365910413031,0.067855145430336,-1.184527291893082,1.252382437323418,31.794929597190958,25.457,19.119070402809044,49.7932167748828,1.8507142857142855,5.640701876605564,14944.19,6825.086,2.189597317894602
2000-04-04,30.23,25.613999999999997,30.4606,,,76.84674751929438,0.2454888159372679,-0.8985240703270121,1.14401288626428,32.26984476033553,25.613999999999997,18.958155239664464,51.97036589627183,1.8314285714285712,6.058314824441188,14442.58,7192.353,2.0080466017171292
2000-04-05,30.3,25.816000000000003,30.4104,,,74.66827503015682,0.38744694734939955,-0.6413298667917298,1.0287768141411293,32.791920690036974,25.816000000000003,18.84007930996303,54.04338929374784,1.9235714285714283,6.348420556341347,17298.88,7663.452500000001,2.2573220098904505
2000-04-06,32.72,26.208999999999996,30.404199999999996,,,75.63805104408353,0.6873007887993658,-0.3756037356735107,1.0629045244728765,33.81528244489912,26.208999999999996,18.602717555100874,58.0432862367822,1.9707142857142854,6.022965420887181,9653.83,7787.731,1.2396203720955437
2000-04-07,35.33,26.7945,30.459400000000002,,,80.33880903490758,1.122601652741082,-0.07596265799059215,1.1985643107316741,35.31008688523589,26.7945,18.27891311476411,63.56220034138268,2.031428571428571,5.7498685859852,8246.91,7928.772,1.0401244984721467
2000-04-10,36.54,27.469,30.5198,,,80.84042021010505,1.5473803734619018,0.24870594829990664,1.2986744251619953,36.83075624549162,27.469,18.10724375450838,68.16233751131544,2.121428571428571,5.805770584095706,15551.57,8498.2295,1.8299776441669409
2000-04-11,35.78,28.152000000000005,30.5594,,,77.79390420899855,1.8019234694857715,0.5593494525370797,1.2425740169486919,37.85748320335096,28.152000000000005,18.44651679664905,68.95057689223468,2.187142857142857,6.112752535334982,5714.53,8417.550500000001,0.6788827699934795
2000-04-12,33.62,28.808500000000002,30.569399999999995,,,70.96204766107678,1.8085093883707302,0.8091814397038098,0.9993279486669203,38.09919545864379,28.808500000000002,19.517804541356217,64.49968209829589,2.3214285714285707,6.904903543808956,8817.94,8469.2435,1.0411720952408559
2000-04-13,30.94,29.2495,30.5052,,,63.32673267326733,1.57927032894019,0.963199217551086,0.616071111389104,38.026545360664315,29.2495,20.472454639335687,60.01501126969222,2.4878571428571417,8.040908671160768,187.85,8071.780500000001,0.023272436608007364
2000-04-17,29.88,29.549500000000002,30.422600000000003,,,57.670221493027064,1.2971112900252102,1.029981632045911,0.2671296579792992,37.9561326571095,29.549500000000002,21.142867342890504,56.898645710482384,2.5271428571428562,8.457640084146105,13709.17,8402.9375,1.6314735174455361
2000-04-18,30.05,29.8765,30.336399999999998,,,54.05164737310774,1.0748258744647536,1.0389504805296794,0.03587539393507422,37.78819494116818,29.8765,21.96480505883182,52.96266256869565,2.4835714285714277,8.264796767292603,7039.83,8370.629,0.8410156512730405
2000-04-19,31.73,30.252499999999998,30.29,,,59.93061578490894,1.0224390004562487,1.0356481845149934,-0.013209184058744716,37.73334677165984,30.252499999999998,22.771653228340156,49.45605666744793,2.5149999999999997,7.926252757642609,11029.77,8695.4795,1.2684487382208194
2000-04-20,34.27,30.7515,30.2828,,,60.563380281690144,1.1723645094187454,1.0629914494957438,0.10937305992300161,37.88088256719854,30.7515,23.622117432801463,46.367706077417616,2.5035714285714286,7.305431656175747,13106.53,9158.93,1.431011046050139
2000-04-24,32.72,31.1815,30.2438,,,52.34098939929328,1.152820512059801,1.0809572620085552,0.07186325005124572,37.63185543696303,31.1815,24.73114456303697,41.37296433438436,2.556428571428571,7.81304575619979,11129.34,9569.705,1.1629762881927919
2000-04-25,33.62,31.651999999999997,30.2206,,,51.80884323358641,1.1961655795186381,1.103998925510572,0.09216665400806612,37.28182134894644,31.651999999999997,26.022178651053558,35.57324244247719,2.615714285714285,7.780232854593354,12233.28,10066.7215,1.215219870739446
2000-04-26,36.31,32.1605,30.2134,,,63.511111111111106,1.431080768216951,1.1694152940518479,0.2616654741651032,37.52498545626948,32.1605,26.796014543730525,33.36070929413085,2.6200000000000006,7.215643073533464,12950.72,10542.458499999999,1.2284345250208955
2000-04-27,34.73,32.4855,30.1882,,,59.22532278217408,1.4727826309496237,1.230088761431403,0.24269386951822058,37.6304534804301,32.4855,27.340546519569905,31.675384281787856,2.570714285714286,7.401999095059851,18249.61,11127.431,1.64005600214461
2000-04-28,34.92,32.874,30.1768,,,55.05050505050505,1.5038278780370504,1.2848365847525327,0.21899129328451772,37.466343284436114,32.874,28.28165671556389,27.93905995276578,2.4842857142857144,7.114220258550155,10302.34,11277.924,0.9134961363456607
2000-05-02,33.07,33.061499999999995,30.1374,,,44.62416745956233,1.363435090107977,1.3005562858236217,0.06287880428435533,37.338243842543875,33.061499999999995,28.784756157456115,25.87144468668318,2.5150000000000006,7.605080133051105,11168.28,11345.131,0.9844117269337834
2000-05-03,33.22,33.1395,30.1072,,,41.68336673346695,1.2498688307321117,1.2904187948053196,-0.04054996407320788,37.3652181264503,33.1395,28.913781873549695,25.502606415005076,2.471428571428572,7.439580287262408,9613.14,11269.5145,0.8530216630006554
2000-05-04,33.93,33.1955,30.074,,,45.35409342039176,1.2032870738908272,1.2729924506224213,-0.06970537673159405,37.432502291839455,33.1955,28.95849770816055,25.52757025403716,2.4764285714285728,7.298640057260751,7746.64,10909.636999999999,0.7100731215896552
2000-05-05,33.92,33.38,30.047800000000002,,,50.844594594594604,1.1522810014494667,1.2488501607878304,-0.09656915933836374,37.38848573587794,33.38,29.371514264122062,24.017290208975076,2.375000000000001,7.001768867924531,8389.28,10606.972,0.7909212921463356
2000-05-08,32.58,33.494,29.9998,,,54.99390986601703,0.9922929845629369,1.1975387255428518,-0.20524574097991488,37.25575994645284,33.494,29.73224005354716,22.46229143400514,2.294285714285716,7.042006489520307,3704.51,9927.2535,0.37316564949207753
2000-05-09,33.14,33.515,29.976000000000003,,,60.238693467336674,0.9003104301981253,1.1380930664739066,-0.23778263627578133,37.26323186386104,33.515,29.766768136138964,22.36748837154132,2.209285714285715,6.666522976118633,5043.73,9696.7485,0.5201465212797878
2000-05-10,32.74,33.3855,29.968400000000003,,,58.328173374612994,0.7860755465197329,1.067689562483072,-0.2816140159633391,37.04767924767553,33.3855,29.72332075232447,21.938741355831315,2.1864285714285723,6.678156907234491,5259.46,9547.376,0.5508801580664677
2000-05-11,32.02,33.1595,29.933600000000002,,,50.95457537853852,0.6301812582073794,0.9801879016279336,-0.3500066434205542,36.54979869822086,33.1595,29.76920130177914,20.44843075571622,2.099285714285715,6.556170250736148,4541.8,8996.8875,0.5048190276915211
2000-05-12,31.82,32.961499999999994,29.921599999999998,,,40.466926070038916,0.4849058897779628,0.8811314992579394,-0.39622560947997665,36.16479616423297,32.961499999999994,29.758203835767016,19.4365921710661,1.942857142857143,6.105773547634014,3314.47,8876.8845,0.37338212522648007
2000-05-15,32.19,32.89,29.8838,,,47.72922022279349,0.3950758331477573,0.783920366035903,-0.3888445328881457,36.095245700410544,32.89,29.68475429958946,19.490700519370883,1.8121428571428573,5.629521146762527,4980.84,8685.0295,0.5734971884666598
2000-05-16,31.91,32.9385,29.895,,,42.26244343891405,0.2978576881167072,0.6867078304520638,-0.38885014233535664,36.04741604057888,32.9385,29.829583959421118,18.877095438947624,1.6607142857142854,5.2043694318843166,3038.4,8827.556999999999,0.3441948888010579
2000-05-17,32.1,33.0495,29.8976,,,25.380116959064367,0.23345193131897446,0.596056650625446,-0.36260471930647153,35.84094161962769,33.0495,30.25805838037231,16.892489263847803,1.5549999999999995,4.844236760124609,5952.29,8439.713,0.705271612909112
2000-05-18,31.17,33.1055,29.932799999999997,,,27.468354430379804,0.10614312549375171,0.49807394559910717,-0.39193082010535546,35.680092251825144,33.1055,30.530907748174855,15.553864172570385,1.4571428571428566,4.67482469407397,2801.78,8227.8105,0.34052558697116325
2000-05-19,31.76,33.107,30.0262,,,30.963855421686745,0.05225567790426311,0.4089102920601384,-0.3566546141558753,35.67825077079541,33.107,30.535749229204594,15.532973514938877,1.454999999999999,4.581234256926948,5791.87,7965.9155,0.7270815262853341
2000-05-22,31.51,32.969,30.131200000000003,,,38.35820895522388,-0.010502358559342895,0.32502776193624217,-0.33553012049558506,35.57348115855412,32.969,30.36451884144589,15.799576320507832,1.329999999999999,4.220882259600123,2991.62,7460.17,0.40101230937096605
2000-05-23,31.63,32.914500000000004,30.266599999999997,,,38.08095952023987,-0.04997942577659842,0.25002632439367406,-0.3000057501702725,35.5856832584082,32.914500000000004,30.24331674159181,16.23104260072732,1.2407142857142848,3.9225870556885387,3126.88,7060.0470000000005,0.4428979013879086
2000-05-24,31.51,32.809000000000005,30.424400000000002,,,30.098684210526315,-0.08991183541089498,0.18203869243276027,-0.27195052784365525,35.5290843640168,32.809000000000005,30.088915635983206,16.581330513071403,1.1678571428571416,3.7063063879947364,2913.83,6594.0745,0.44188612063755117
2000-05-25,31.61,32.574,30.595600000000005,,,31.280388978930276,-0.11219606705701324,0.12319174053480558,-0.23538780759181882,34.785009771694064,32.574,30.362990228305932,13.575304056573131,1.1278571428571418,3.568039047317753,2528.77,6072.977000000001,0.4163970981612477
2000-05-26,32.0,32.4375,30.793200000000002,,,44.44444444444445,-0.09726552413523137,0.0791002876007982,-0.17636581173602955,34.41256428942675,32.4375,30.462435710573253,12.17766035870056,1.063571428571427,3.3236607142857095,2508.51,5285.9220000000005,0.47456432387765085
2000-05-29,34.02,32.3925,31.0638,31.269099999999998,,56.58682634730542,0.07668023483921615,0.07861627704848179,-0.0019360422092656315,34.159458433371746,32.3925,30.625541566628254,10.909676211294258,1.1878571428571418,3.4916435710086473,9050.04,5223.307000000001,1.7326264759088446
2000-05-30,34.59,32.468500000000006,31.313200000000002,31.361,,63.50364963503652,0.2575587612740122,0.11440477389358789,0.14315398738042434,34.472950574412735,32.468500000000006,30.464049425587277,12.347047596364039,1.1692857142857134,3.380415479287983,6161.36,4972.961,1.2389721133948164
2000-05-31,34.6,32.5375,31.527599999999996,31.4327,,71.00977198697069,0.3971352847055698,0.17095087605598427,0.22618440864958553,34.73644591972951,32.5375,30.338554080270487,13.516379068640875,1.1957142857142844,3.455821635012383,7221.13,4853.3605,1.4878618639600336
2000-06-01,34.13,32.5475,31.74,31.4866,,68.01872074882999,0.46447147503278785,0.229654995851345,0.23481647918144286,34.77474635273914,32.5475,30.32025364726086,13.686128598135905,1.198571428571427,3.511782679670164,3869.87,4659.522,0.8305293976506603
2000-06-02,33.73,32.538,31.9304,31.529,,61.95652173913043,0.48002579537425305,0.2797291557559266,0.20029663961832644,34.742097619387536,32.538,30.333902380612457,13.547837109764213,1.1499999999999988,3.4094278090720396,4856.1,4482.862999999999,1.0832586228934502
2000-06-05,34.14,32.616,32.127399999999994,31.5548,,66.9710806697108,0.5194484019623076,0.3276730049972028,0.19177539696510476,34.93383383446934,32.616,30.29816616553066,14.212863836579226,1.2242857142857135,3.5860741484643044,10942.6,4844.7675,2.258642958614629
2000-06-06,34.08,32.663,32.326600000000006,31.586299999999998,,65.37267080745337,0.5396290948508167,0.3700642229679256,0.16956487188289104,35.06226392221059,32.663,30.263736077789407,14.691019944344315,1.1914285714285706,3.4959758551307827,3896.01,4787.3815,0.8138081329010441
2000-06-07,33.97,32.7245,32.521800000000006,31.6355,,74.9110320284697,0.5405156309332568,0.4041545045609919,0.13636112637226494,35.194100223347526,32.7245,30.25489977665247,15.093280101132356,1.152857142857142,3.393750788510868,3238.12,4686.3144999999995,0.6909736851848078
2000-06-08,34.23,32.835,32.6836,31.672000000000004,,73.34593572778823,0.5557912289359237,0.4344818494359783,0.12130937949994541,35.36880928123733,32.835,30.30119071876267,15.43358782541393,1.122857142857142,3.280330537122823,4156.72,4667.0605,0.8906505497411059
2000-06-09,34.1,32.949,32.801,31.7024,,75.04835589941973,0.5510551164999953,0.4577965028487817,0.09325861365121357,35.4956584917661,32.949,30.402341508233892,15.45818380992506,1.1342857142857137,3.3263510682865505,8891.67,4945.9205,1.7977785934893211
2000-06-12,34.29,33.054,32.9438,31.7273,,75.38167938931299,0.5562213518678618,0.47748147265259777,0.07873987921526404,35.64173137790821,33.054,30.466268622091796,15.657598946621926,1.1321428571428565,3.301670624505268,4545.25,4924.1410000000005,0.923054396695789
2000-06-13,34.18,33.167500000000004,33.041,31.757999999999996,,75.52581261950284,0.5451553385307975,0.4910162458282377,0.05413909270255973,35.74306023542761,33.167500000000004,30.591939764572395,15.530626278300197,1.1428571428571426,3.3436428989383926,6364.26,5090.434,1.2502391741057834
2000-06-14,33.98,33.2615,33.0874,31.775699999999997,,72.23264540337706,0.5143183726566818,0.49567667119392655,0.018641701462755234,35.81010353919555,33.2615,30.71289646080444,15.324645846973564,1.1614285714285713,3.417976961237703,4281.32,5006.885499999999,0.8550864604353345
2000-06-15,33.31,33.3685,33.0974,31.789699999999996,,61.67557932263817,0.43084988517517786,0.48271131399017686,-0.051861428814999,35.719403745595024,33.3685,31.01759625440497,14.090556936002677,1.1942857142857142,3.5853668996869232,4493.63,5091.478,0.8825786932595997
2000-06-16,33.35,33.448,33.1598,31.8102,,40.77134986225892,0.36373525953952424,0.4589161031000464,-0.09518084356052214,35.67409972822425,33.448,31.221900271775752,13.310809185746523,1.0214285714285711,3.062754337117155,4489.12,5026.3405,0.8931189600067881
2000-06-19,33.45,33.545,33.2228,31.816599999999998,,31.962025316455666,0.314984652451308,0.43012981297029873,-0.11514516051899071,35.5760588371586,33.545,31.5139411628414,12.109457964874636,1.0064285714285712,3.0087550715353397,2628.6,5008.1895,0.5248603312634236
2000-06-20,33.29,33.628,33.2342,31.819200000000002,,30.211480362537742,0.26043663091551394,0.39619117655934183,-0.13575454564382788,35.454974490646684,33.628,31.801025509353316,10.865793330835519,0.9378571428571431,2.817233832553749,2794.52,4991.5715,0.5598477353274415
2000-06-21,33.07,33.706,33.189,31.8242,,32.67973856209147,0.19718178064199066,0.3563892973758716,-0.15920751673388095,35.265924424620096,33.706,32.14607557537991,9.256063754940321,0.9100000000000001,2.751738736014515,2198.54,4955.807,0.44362905980801914
2000-06-22,35.11,33.881,33.1604,31.840100000000003,,64.68085106382983,0.30811109418105787,0.3467336567369089,-0.03862256255585106,35.22059774009331,33.881,32.54140225990669,7.907663528781976,1.0121428571428572,2.8827765797290152,10389.52,5348.8445,1.9423858741827325
