Metric,Value
Total Observations,1555.0
Mean Daily Return (%),0.17436543137754568
Median Daily Return (%),0.09378663540444698
Std Deviation (%),2.060812897405538
Win Rate (%),52.99035369774919
10th Percentile (%),-2.013946779634075
25th Percentile (%),-1.0022525360977197
75th Percentile (%),1.205168641304366
90th Percentile (%),2.2922315528154273
