Date,Open (Unit Curr),High (Unit Curr),Low (Unit Curr),Close (Unit Curr),Volume (000's),No of Trades,Value,Market Cap,TTM PE(x),Cons TTM PE(x),SENSEX,P/BV(x),Cons P/BV(x),EV/EBIDTA(x),Cons EV/EBIDTA(x),MCAP/Sales(x),Cons MCAP/Sales(x)
03-Sep-10,345.625,350.25,345.375,346.45625,45.059,2735,12.5488749,159065.2987,27.79889875,25.73039448,18221.43,6.778268796,6.482419888,17.89573177,18.60785599,7.298582117,6.777965683
02-Sep-10,347.1375,348.75,343.15,343.83125,41.932,2232,11.5589898,157860.1063,27.58827444,25.53544263,18238.31,6.726911791,6.433304445,17.75124162,18.45684831,7.243282846,6.726610974
01-Sep-10,338.375,347.89375,338.375,346.96875,88.066,4167,24.2308589,159300.5981,27.84002064,25.7684565,18205.87,6.78829564,6.492009094,17.92394175,18.63733844,7.309378641,6.787992079
31-Aug-10,335,339.75,334.375,338.3875,60.366,3435,16.2628565,155360.7671,27.15147974,25.13114964,17971.12,6.620407143,6.331448371,17.45159658,18.14368714,7.128602691,6.62011109
30-Aug-10,340.25,342.2625,333.25,337,66.615,3824,17.9108363,154723.7368,27.04014974,25.02810366,18032.11,6.593261297,6.305487352,17.37522321,18.06386879,7.099373077,6.592966458
27-Aug-10,344.625,344.625,336.25,338.60625,79.702,4503,21.6032996,155461.1997,27.16903176,25.14739562,17998.41,6.624686894,6.335541325,17.46363742,18.15627111,7.133210964,6.624390649
26-Aug-10,347.25,347.25,343.5,345.4375,47.555,2306,13.1294108,158597.5693,27.71715646,25.65473459,18226.35,6.758337387,6.463358418,17.83965583,18.54925063,7.277120733,6.758035165
25-Aug-10,345,348.5,344.375,346.48125,37.236,2108,10.3383333,159076.7767,27.8009047,25.73225116,18179.64,6.778757911,6.482887654,17.89710786,18.60929416,7.299108777,6.778454776
24-Aug-10,348.125,349.04375,344.5,345.6875,47.53,1991,13.1502971,158712.3495,27.73721592,25.67330144,18311.59,6.76322853,6.46803608,17.85341679,18.56363231,7.282387331,6.76292609
23-Aug-10,345.125,350.85,345,349.04375,39.223,2152,10.9562253,160253.2739,28.00651415,25.9225613,18409.35,6.82889213,6.530833682,18.03815777,18.75670642,7.353091398,6.828586754
20-Aug-10,348.125,349.425,344.81875,346.15,59.665,2975,16.5073818,158924.6929,27.77432592,25.7076501,18401.82,6.772277146,6.476689753,17.87887458,18.59023843,7.292130535,6.771974301
19-Aug-10,352.5,352.5,348.125,350.5125,52.083,2602,14.6181325,160927.6077,28.12436346,26.0316415,18454.94,6.857627598,6.558314942,18.11900344,18.84119881,7.384032657,6.857320936
18-Aug-10,345.6375,351.9375,344.76875,350.64375,68.657,3192,19.0866691,160987.8673,28.13489468,26.04138909,18257.12,6.860195448,6.560770714,18.12622795,18.8487492,7.386797621,6.859888672
17-Aug-10,345,346.875,341.25,344.0375,67.304,2903,18.5173677,157954.8,27.60482349,25.55076028,18048.85,6.730946984,6.437163515,17.76259442,18.4687132,7.247627789,6.730645987
16-Aug-10,345,346.9875,343.75,344.9375,94.515,3257,26.0989365,158368.0088,27.67703754,25.61760091,18050.78,6.7485551,6.454003096,17.8121339,18.52048726,7.266587539,6.748253316
13-Aug-10,347.125,349.75,344.625,347.525,160.248,3460,44.4499743,159555.9841,27.88465294,25.80976773,18167.03,6.799178434,6.50241689,17.9545599,18.66933769,7.32109682,6.798874386
12-Aug-10,348.75,348.75,344.875,347.325,118.737,3726,32.9442078,159464.1599,27.86860537,25.79491425,18073.9,6.79526552,6.498674761,17.94355112,18.65783234,7.316883542,6.794961647
11-Aug-10,354.5,356.5,350.01875,351.35,49.133,2640,13.8513917,161312.1215,28.19156265,26.09384042,18070.19,6.874012928,6.573985107,18.16510268,18.88937746,7.401675758,6.873705534
10-Aug-10,357.65625,357.65625,352.5,354.08125,60.585,3131,17.1768112,162566.0954,28.41071223,26.29668317,18219.99,6.92744867,6.625088556,18.31544124,19.04649735,7.459213333,6.927138886
09-Aug-10,356.75,360.375,354.38125,359.14375,68.96,3549,19.7206976,164890.3948,28.81691626,26.67266173,18287.5,7.026494324,6.719811196,18.59410081,19.33772645,7.565861927,7.026180111
06-Aug-10,357.875,361.125,356.53125,358.00625,74.219,3301,21.2944169,164368.1448,28.72564572,26.5881826,18143.99,7.004239621,6.698527837,18.53148841,19.27228979,7.541898909,7.003926403
05-Aug-10,360.125,363.35,358.475,359.175,77.59,3854,22.426542,164904.7424,28.81942369,26.67498259,18172.83,7.027105716,6.720395904,18.59582093,19.33952417,7.566520252,7.026791476
04-Aug-10,348.75625,359.375,348.75625,358.475,128.197,7001,36.6061573,164583.3577,28.76325721,26.62299543,18217.44,7.013410515,6.707298452,18.55729022,19.29925545,7.551773779,7.013096887
03-Aug-10,350,351.49375,346.53125,348.06875,45.993,2060,12.7916019,159805.6311,27.92828226,25.85015061,18114.83,6.809816671,6.512590803,17.98449,18.70061785,7.332551669,6.809512148
02-Aug-10,347.625,351.5,343.88125,349.94375,45.902,2800,12.8332508,160666.4827,28.07872819,25.98940193,18081.21,6.846500247,6.547673262,18.08769725,18.80848048,7.372051149,6.846194083
30-Jul-10,352.875,353.75,345.75,348.60625,58.984,2522,16.5282586,160052.4086,27.97141009,25.89006932,17868.29,6.820332629,6.522647775,18.01407608,18.73153847,7.343874853,6.820027636
29-Jul-10,352.94375,354.9375,351.525,354.26875,51.862,2372,14.6712555,162652.1805,28.42575682,26.3106083,17992,6.931117027,6.628596802,18.32576196,19.05728362,7.463163281,6.930807079
28-Jul-10,353.75,355,351.875,354.19375,66.989,2837,18.9345376,162617.7465,28.41973899,26.30503825,17957.37,6.929649684,6.627193503,18.32163367,19.05296911,7.461583302,6.929339802
27-Jul-10,351,353.9875,351,353.15625,67.661,3926,19.1002433,162141.4086,28.33649223,26.22798586,18077.61,6.909351439,6.607781209,18.26452566,18.99328512,7.439726923,6.909042465
26-Jul-10,348.75,351.125,348.75,350.3125,60.402,3579,16.9223817,160835.7836,28.1083159,26.01678802,18020.05,6.853714683,6.554572813,18.10799467,18.82969347,7.379819379,6.853408196
23-Jul-10,348.25,348.25,345.625,347.73125,54.935,3600,15.2561441,159650.6778,27.90120199,25.82508537,18130.98,6.803213628,6.50627596,17.96591269,18.68120258,7.325441763,6.802909399
22-Jul-10,345,345.55,341.075,344.725,82.515,5106,22.643685,158270.4456,27.659987,25.60181909,18113.15,6.744397628,6.450027084,17.80043707,18.50826283,7.262110931,6.74409603
21-Jul-10,346.25,347.1,343.75,345.69375,25.902,1873,7.1692651,158715.219,27.7377174,25.67376561,17977.23,6.763350809,6.468153021,17.85376082,18.56399185,7.282518995,6.763048363
20-Jul-10,346.875,347.8375,342.5,344.7,96.087,3438,26.5849205,158258.9676,27.65798106,25.59996241,17878.14,6.743908514,6.449559318,17.79906098,18.50682466,7.261584271,6.743606938
19-Jul-10,343.625,349.0375,342.1625,346.2875,100.237,6133,27.7069388,158987.822,27.78535862,25.71786186,17928.42,6.774967274,6.479262467,17.88644311,18.59814835,7.295027164,6.774664309
16-Jul-10,345,348.6875,343.8,347.2875,139.173,7107,38.5556732,159446.9429,27.86559645,25.79212923,17955.82,6.794531848,6.497973112,17.94148698,18.65567509,7.316093553,6.794228008
15-Jul-10,343.5,346.875,341.875,344.86875,156.981,7517,43.266802,158336.4443,27.67152119,25.61249503,17909.46,6.747210036,6.452716739,17.80834963,18.5165323,7.265139225,6.746908312
14-Jul-10,350.4,351.25,341.91875,342.7875,239.334,12869,66.1930319,157380.8989,27.5045262,25.45792606,17938.16,6.706491267,6.413775209,17.69378958,18.39680478,7.221294803,6.706191364
13-Jul-10,358.5625,358.7375,348.125,349.4125,653.346,34399,183.5402807,160422.5748,28.03610185,25.94994739,17985.9,6.836106567,6.537733232,18.05845519,18.7779194,7.360859629,6.835800868
12-Jul-10,360.625,363.94375,359.125,361.86875,136.582,6929,39.5234562,166141.4992,29.03556435,26.87504032,17937.2,7.079807787,6.770797703,18.74409534,19.49448681,7.623267837,7.079491189
09-Jul-10,354,360.25,354,358.9875,118.647,5029,34.0368596,164818.6572,28.8043791,26.66105746,17833.54,7.023437359,6.716887658,18.5855002,19.3287379,7.562570304,7.023123283
08-Jul-10,351.125,355.5,350.75,353.21875,88.113,4776,24.9363807,162170.1036,28.3415071,26.23262757,17651.73,6.910574225,6.608950625,18.26796591,18.99688054,7.441043572,6.910265196
07-Jul-10,348.625,348.75,345.625,347.625,156.66,3528,43.5315271,159601.8962,27.89267672,25.81719447,17471.03,6.801134892,6.504287954,17.96006428,18.67509036,7.323203459,6.800830756
06-Jul-10,343.125,349.9875,343.125,348.3125,70.131,4136,19.4613681,159917.5418,27.94784023,25.86825328,17614.48,6.814585536,6.517151523,17.99790694,18.71463999,7.337686602,6.814280799
05-Jul-10,340.625,343.75,340.625,342.875,72.668,2412,19.922309,157421.072,27.51154701,25.46442446,17441.44,6.708203167,6.415412391,17.69860592,18.40183837,7.223138112,6.707903188
02-Jul-10,346.0625,346.0625,339.5,341.125,200.429,9315,54.6995402,156617.6105,27.3711308,25.33445656,17460.95,6.673965163,6.382668762,17.60227916,18.30116658,7.186271931,6.673666715
01-Jul-10,350.125,350.125,343.7625,345.9375,123.408,4315,34.0836241,158827.1297,27.75727538,25.69186828,17509.33,6.768119674,6.472713741,17.86717776,18.578014,7.287653928,6.767817015
30-Jun-10,347.25,350.375,341.625,348.56875,95.834,4626,26.4797346,160035.1915,27.96840117,25.8872843,17700.9,6.819598958,6.521946125,18.01201193,18.72938122,7.343084864,6.819293997
29-Jun-10,350,350.5,345.9125,348.8,37.246,2108,10.3712637,160120.1816,27.82279437,25.75107455,17534.09,7.266328584,6.946671963,18.15278126,16.98434949,7.574275382,7.040725599
28-Jun-10,349.125,351.125,347.16875,350.54375,29.752,2047,8.3123596,160920.6677,27.9618884,25.87981147,17774.26,7.302655019,6.981400344,18.24944665,17.07525184,7.61214133,7.075924181
25-Jun-10,351.25,351.25,346.5625,347.21875,45.902,2986,12.813293,159394.2927,27.6966625,25.63433463,17574.53,7.233387409,6.915179919,18.0651241,16.90191832,7.53993816,7.008807172
24-Jun-10,350.625,353.4375,347.9625,352.2375,112.945,5011,31.6654273,161698.2009,28.09699407,26.004857,17730.24,7.337939836,7.015132929,18.34334028,17.16354768,7.648921516,7.110113484
23-Jun-10,342.625,351,342.625,349.8125,58.426,3128,16.2716087,160584.98,27.90355864,25.82582502,17755.94,7.287421353,6.966836829,18.20890955,17.0371315,7.596262062,7.061163485
22-Jun-10,348.75,348.75,345,346.0125,48.839,2606,13.5366842,158840.5514,27.60044334,25.54528006,17749.69,7.208258369,6.891156343,17.99825521,16.83903604,7.513744153,6.984458332
21-Jun-10,349.2625,352,349.1875,350.1875,62.913,3613,17.653337,160757.1275,27.93347134,25.85351038,17876.55,7.295233489,6.974305298,18.22969781,17.05668039,7.604405276,7.068733073
18-Jun-10,345.625,351.3375,344.375,347.69375,172.671,3724,48.3220615,159612.3463,27.73455192,25.66940275,17570.82,7.243282781,6.924639979,18.0914559,16.92668025,7.550252899,7.018395316
17-Jun-10,346.24375,347.13125,341.625,345.9125,57.784,3090,15.9268879,158794.6454,27.59246662,25.5378973,17616.69,7.206175133,6.889164752,17.99271168,16.83382301,7.511572629,6.982439776
16-Jun-10,346.5,346.78125,342.875,345.83125,70.963,3849,19.6006533,158757.3467,27.58598553,25.5318988,17462.87,7.204482503,6.887546583,17.98820755,16.82958741,7.509808266,6.980799699
15-Jun-10,343.5,344.625,340.39375,342.00625,93.843,4106,25.6773126,157001.4417,27.28087605,25.24950815,17412.83,7.124798711,6.811368199,17.77616733,16.6301887,7.426747477,6.903589907
14-Jun-10,331.2875,345,331.28125,343.40625,149.504,8398,40.6095677,157644.1259,27.39255011,25.35286682,17338.17,7.153964021,6.839250484,17.85377682,16.70317123,7.457148811,6.9318497
11-Jun-10,333.75,335,327.54375,329.2,176.004,4497,46.8188202,151122.6026,26.25935753,24.30405316,17064.95,6.858014249,6.556319983,17.06624835,15.96259398,7.148656697,6.645088496
10-Jun-10,327.625,331.75,327.25,330.86875,59.527,3176,15.6941067,151888.6592,26.39246902,24.42725301,16922.08,6.892778256,6.58955467,17.15875609,16.04958655,7.184894002,6.67877316
09-Jun-10,331.375,333.0875,327.13125,328.4375,95.883,4022,25.3330562,150772.5692,26.19853505,24.2477596,16657.89,6.842129571,6.541134096,17.02397889,15.92284456,7.132098827,6.629697001
08-Jun-10,332.325,336.225,331.18125,331.875,170.987,4769,45.4845343,152350.5885,26.47273475,24.50154205,16617.1,6.913740822,6.609595062,17.21453792,16.10204275,7.206744961,6.699084886
07-Jun-10,335.625,336.25,331.6375,334.03125,62.544,3548,16.6910711,153340.4369,26.64473274,24.66073286,16781.07,6.958660608,6.652538759,17.33407039,16.21444889,7.253568445,6.742610014
04-Jun-10,337.625,341.9875,335.125,341.31875,69.971,3532,18.9882355,156685.8378,27.22603611,25.19875166,17117.69,7.110476461,6.797676006,17.73805552,16.59434906,7.41181825,6.88971233
03-Jun-10,332.4875,338.1,332.4875,337.125,60.726,3311,16.3295245,154760.6543,26.89151247,24.88913707,17022.33,7.023110734,6.714153628,17.50557352,16.37572726,7.320749966,6.80505911
02-Jun-10,329.5,332.5,328.625,330.525,44.923,2087,11.8623451,151730.8573,26.36504905,24.40187476,16741.84,6.885617131,6.582708574,17.13970019,16.03166674,7.177429388,6.671834371
01-Jun-10,331.875,332.1875,327.375,328.15625,35.019,1949,9.2296317,150643.4585,26.17610053,24.22699558,16572.03,6.836270469,6.535532745,17.0083877,15.90818289,7.125991416,6.62401981
31-May-10,333.75,335.4625,328.79375,332.20625,50.038,3006,13.29735,152502.6522,26.49915763,24.52599745,16944.63,6.920641543,6.61619221,17.23290088,16.11931094,7.213938134,6.705771355
28-May-10,333.75,335.375,329.75,334.3625,82.566,4535,21.9876937,153492.5006,26.67115562,24.68518826,16863.06,6.965561328,6.659135906,17.35243335,16.23171708,7.260761618,6.749296483
27-May-10,328,332.25,324.375,330.43125,112.825,4732,29.5337429,151687.8204,26.35757087,24.39495342,16666.4,6.883664097,6.580841456,17.13450313,16.02677951,7.175393585,6.669941974
26-May-10,320.63125,328.75,319.4,327.3375,52.643,3652,13.6591711,150267.603,26.11079114,24.16654922,16387.84,6.819213971,6.519226587,16.963,15.86550114,7.108212064,6.607492878
25-May-10,322.75,322.75,313.75,316.6625,89.184,3833,22.6628707,145367.1359,25.25927644,23.37843935,16022.48,6.596828484,6.30662417,16.37122762,15.3090093,6.876401887,6.392011955
24-May-10,328.75,328.75,323.05,324.59375,89.101,2238,23.2060058,149008.0567,25.89192993,23.96398468,16469.55,6.762055172,6.464582289,16.81089926,15.7224684,7.048630877,6.55210873
21-May-10,320.625,325,318.75,323.26875,72.019,2997,18.624273,148399.802,25.78623841,23.86616308,16445.61,6.734452289,6.438193699,16.73744741,15.65339564,7.019858185,6.525362854
20-May-10,327,328.9875,323.75,325.05,91.894,3676,23.9452685,149217.5029,25.92832371,23.99766853,16519.68,6.771559938,6.473668926,16.83619163,15.74625289,7.058538454,6.561318394
19-May-10,328.125,331.2375,324.375,325.3875,65.831,4204,17.2806689,149372.4357,25.95524513,24.02258535,16408.49,6.778590861,6.480390548,16.85490107,15.76384689,7.065867348,6.568131023
18-May-10,327.69375,329.2125,323.25,327.875,66.968,3908,17.5244402,150514.3479,26.15366601,24.20623156,16875.76,6.830411366,6.529931393,16.99279651,15.89352122,7.119884005,6.61834262
17-May-10,329.5,329.5,322.65,326.9625,85.198,4576,22.1462589,150095.4555,26.08087845,24.13886386,16835.56,6.811401834,6.511758118,16.94221175,15.84595225,7.100068849,6.59992329
14-May-10,336.25,340.85,328.90625,332.10625,72.496,3643,19.5523412,152456.7461,26.49118091,24.51861469,16994.6,6.918558307,6.614200618,17.22735734,16.1140979,7.21176661,6.703752798
13-May-10,340,359.375,335.05625,337.76875,64.518,3780,17.4340286,155056.1743,26.9428626,24.9366636,17265.87,7.036521568,6.7269745,17.54126002,16.4092862,7.334729151,6.818053569
12-May-10,326.875,337.10625,326.875,335.1625,69.625,3547,18.6503104,153859.7487,26.73496937,24.74425036,17195.81,6.982227219,6.67506864,17.39678164,16.27342139,7.278133809,6.765444936
11-May-10,333.5,333.85,330,332.89375,179.415,2803,47.5829688,152818.256,26.55399757,24.57675394,17141.53,6.934963793,6.629884403,17.27101268,16.15515058,7.228867361,6.719648932
10-May-10,328.75,338.4625,328.75,334.3875,47.615,2904,12.678864,153503.9771,26.6731498,24.68703395,17330.55,6.966082137,6.659633804,17.35381924,16.23302034,7.261304499,6.749801122
07-May-10,328.875,330.75,326.1375,327.45625,78.628,3693,20.6583816,150322.1164,26.1202635,24.17531625,16769.11,6.821687814,6.521591602,16.96958295,15.87169162,7.110790748,6.609889914
06-May-10,334.38125,335.1875,330.75,332.51875,79.693,3670,21.2339473,152646.1084,26.52408487,24.54906858,16987.53,6.927151657,6.622415934,17.25022442,16.13560169,7.220724146,6.712079344
05-May-10,330.75,337.1875,326.15625,335.975,218.018,6750,57.7443887,154232.7351,26.79978021,24.8042353,17087.96,6.999153515,6.691250323,17.44182286,16.31577732,7.295777441,6.781845709
04-May-10,339,339,331.75,333.36875,298.614,3394,80.4586022,153036.3096,26.59188698,24.61182206,17137.14,6.944859166,6.639344464,17.29734447,16.17991251,7.239182099,6.729237076
03-May-10,337.125,339.975,335,336.8125,90.552,3218,24.4319707,154617.198,26.86658523,24.86606594,17386.08,7.01660062,6.707929904,17.48824997,16.35943652,7.313963954,6.798751121
30-Apr-10,339.875,344.25,334.725,342.01875,120.166,6123,32.7045846,157007.1799,27.28187314,25.25043099,17558.71,7.125059115,6.811617148,17.77686027,16.63084033,7.427018917,6.903842226
29-Apr-10,338,340,334.5375,338.28125,67.493,3605,18.1804991,155291.4426,26.98374328,24.97450025,17503.47,7.047198155,6.737181407,17.56967064,16.43600302,7.345858211,6.828398671
28-Apr-10,340.03125,341.325,336.6625,337.56875,43.523,2536,11.8034914,154964.3622,26.92690916,24.92189807,17380.08,7.032355095,6.722991316,17.53017295,16.39886012,7.330386103,6.814016455
27-Apr-10,341.375,343.125,340.54375,342.70625,72.761,2777,19.9282718,157322.7838,27.33671308,25.30118748,17690.62,7.139381366,6.825309342,17.81497208,16.66667996,7.441948144,6.917719803
26-Apr-10,343.44375,343.8,340.6375,342.5875,43.075,1724,11.7988975,157268.2704,27.32724072,25.29242045,17745.28,7.136907522,6.822944326,17.80838913,16.66048948,7.439369459,6.915322767
23-Apr-10,342,344.0625,339.75625,341.0125,51.932,3526,14.1993869,156545.2506,27.20160741,25.17614195,17694.2,7.104096549,6.791576757,17.72107845,16.57838413,7.405167958,6.8835305
22-Apr-10,339.625,345,337,339.75625,102.498,6302,27.9450062,155968.5563,27.10139988,25.083396,17573.99,7.077925892,6.766557385,17.65143779,16.51289533,7.377888189,6.858172382
21-Apr-10,343.625,343.625,337.875,339.5,67.448,4653,18.3667148,155850.9221,27.08095954,25.06447767,17472.56,7.072587598,6.761453932,17.63723248,16.49953692,7.372323659,6.852999831
20-Apr-10,346.125,346.125,340.125,340.6125,78.88,4527,21.6075228,156361.6266,27.16970053,25.1466109,17460.58,7.095763603,6.78361039,17.69890431,16.55753197,7.396481862,6.875456273
19-Apr-10,346.25,346.25,342.41875,344.025,85.765,5013,23.6117943,157928.1693,27.44190605,25.39854766,17400.68,7.166854046,6.851573458,17.88807745,16.73542691,7.470585116,6.944339519
16-Apr-10,350.375,351.125,345.125,348.225,135.697,7651,37.8561079,159856.222,27.77692823,25.70862367,17591.18,7.254349975,6.93522031,18.12090593,16.95437452,7.56178912,7.029118898
15-Apr-10,349.875,352.975,345,350.19375,417.053,18288,116.975345,160759.9967,27.93396988,25.8539718,17639.26,7.295363692,6.974429773,18.23004428,17.05700621,7.604540996,7.068859232
13-Apr-10,331.25,348.75,329.375,347.79375,1824.747,69193,497.4391317,159658.2523,27.74252864,25.67678551,17821.96,7.245366018,6.926631571,18.09699943,16.93189329,7.552424423,7.020413873
12-Apr-10,335.625,336.9875,331.54375,335.40625,99.224,5525,26.5861832,153971.6446,26.75441262,24.76224584,17853,6.987305108,6.679923145,17.410294,16.28612817,7.283426899,6.770365168
09-Apr-10,332.3875,337.2375,332.3875,334.85625,92.058,5056,24.6996454,153719.1616,26.71054067,24.72164065,17933.14,6.975847308,6.668969391,17.37980456,16.25745646,7.271483517,6.759263106
08-Apr-10,328.5,334.625,328.5,332.23125,88.984,4571,23.6706666,152514.1287,26.50115181,24.52784314,17714.4,6.921162352,6.616690108,17.23428676,16.1206142,7.214481015,6.706275994
07-Apr-10,328.75,332.5,320.05,330.50625,122.011,5311,32.2052052,151722.2499,26.36355341,24.40049049,17970.02,6.885226524,6.58233515,17.13866078,16.03068929,7.177022228,6.671455892
06-Apr-10,335.125,335.6125,330.625,331.1875,46.239,2612,12.284311,152034.9846,26.41789481,24.45078556,17941.37,6.899418572,6.595902869,17.17642611,16.06620311,7.191815734,6.685207309
05-Apr-10,336.75,336.75,330.0125,334.1125,92.969,4401,24.8014264,153377.7356,26.65121383,24.66673136,17935.68,6.960353237,6.654156927,17.33857452,16.21868448,7.255332808,6.744250091
01-Apr-10,327.5,334.74375,327.5,333.925,149.482,6686,39.7718269,153291.6618,26.63625748,24.65288868,17692.62,6.956447169,6.650422693,17.32818039,16.20891004,7.251261201,6.740465297
31-Mar-10,330.7625,334.5125,325.8875,326.8875,210.771,8813,55.3726026,150061.026,26.07489591,24.13332679,17527.77,6.809839407,6.510264424,16.93805409,15.84204247,7.098440206,6.598409373
30-Mar-10,340.25,340.25,330,330.4875,123.437,6009,32.873121,151713.6425,25.53242048,24.3364842,17590.17,6.454001217,6.623918157,17.26877784,17.26460522,7.261458025,6.762967169
29-Mar-10,347.25,347.25,337.5625,339.45625,160.162,5142,43.647021,155752.0955,26.2120659,24.98429508,17711.35,6.625840613,6.800282738,17.75757632,17.75554286,7.454750182,6.942990039
26-Mar-10,351.6125,351.63125,345.65,347.2,69.598,3658,19.3516224,159305.1463,26.81002126,25.55424227,17644.76,6.776990734,6.95541227,18.18762362,18.1874722,7.624809569,7.101375042
25-Mar-10,346.375,352.675,343.75,350.7,160.42,4821,44.8855841,160911.045,27.08028357,25.81184552,17558.85,6.845307173,7.025527313,18.38199528,18.3826945,7.701672568,7.172961484
23-Mar-10,345.375,347.9625,345.375,346.91875,64.92,2405,18.0130639,159176.1009,26.78830375,25.53354201,17451.02,6.77150102,6.949778026,18.17200447,18.17178469,7.618633078,7.09562256
22-Mar-10,338.375,347.25,338.375,344.59375,45.952,2252,12.693647,158109.3254,26.60877236,25.36241985,17410.57,6.726119386,6.903201604,18.04288615,18.04210131,7.567574085,7.048068709
19-Mar-10,348.125,348.75,345.29375,346.8875,66.036,3762,18.3232783,159161.7625,26.7858907,25.53124198,17578.23,6.770891052,6.949151999,18.170269,18.17004164,7.617946801,7.094983395
18-Mar-10,343.88125,349.01875,343.3875,348.09375,102.338,5308,28.3689571,159715.224,26.87903467,25.6200231,17519.26,6.794435824,6.973316647,18.23725781,18.23732361,7.644437085,7.119655151
17-Mar-10,341.9,343.9375,340.25,342.39375,108.925,4931,29.8280684,157099.9033,26.43889319,25.20049781,17490.08,6.683177624,6.859129292,17.92070968,17.91939015,7.519260199,7.003071517
16-Mar-10,338.75,343.5875,335.4,341.54375,87.023,5157,23.6059001,156709.8994,26.37325806,25.13793702,17383.18,6.666586489,6.842101353,17.87350513,17.87197902,7.500593471,6.985686239
15-Mar-10,333.25,338.75,329.38125,337.65,268.871,7140,71.9895863,154923.3371,26.07259124,24.85135341,17164.99,6.590584451,6.764098367,17.65726666,17.65479421,7.415083384,6.906046322
12-Mar-10,335.5,336.75,332.26875,334.075,43.279,2567,11.556493,153283.0264,25.79653759,24.58823009,17166.62,6.520804088,6.692480859,17.45872989,17.45538857,7.33657332,6.832925885
11-Mar-10,333.125,336.25,331.25,335.54375,64.703,2600,17.3381736,153956.9303,25.90995124,24.69633145,17167.96,6.549472594,6.721904136,17.54029657,17.53731221,7.368828329,6.862966624
10-Mar-10,335.4875,336.25,331.125,332.48125,69.936,3174,18.6821877,152551.7689,25.67347172,24.47092861,17098.33,6.48969571,6.660553473,17.37022137,17.3664927,7.301573204,6.800328487
09-Mar-10,332.2875,337.25,331.375,335.4875,130.915,5208,35.1530548,153931.1212,25.90560774,24.6921914,17052.54,6.548374651,6.720777287,17.53717274,17.53417471,7.36759303,6.861816127
08-Mar-10,331.625,333.6875,329.78125,332.43125,81.664,2801,21.6962348,152528.8275,25.66961083,24.46724856,17102.6,6.488719761,6.65955183,17.36744463,17.36370381,7.300475161,6.799305824
05-Mar-10,328.75,329.925,326.625,329.2,57.422,2239,15.0952066,151046.239,25.4201008,24.22942556,16994.49,6.425649048,6.59482062,17.18799794,17.18347179,7.229514142,6.733216198
04-Mar-10,331.875,331.875,325.98125,327.925,61.072,3566,16.0085148,150461.233,25.3216481,24.13558438,16971.7,6.400762346,6.569278712,17.11719112,17.1123551,7.201514049,6.70713828
03-Mar-10,330.63125,333.4875,329.09375,332.58125,85.388,3348,22.6361723,152597.6518,25.6811935,24.4782887,17000.01,6.491647608,6.66255676,17.37577484,17.37207048,7.30376929,6.802373814
02-Mar-10,329.5,331.125,326.875,330.05,110.627,3516,29.1779631,151436.2429,25.48573593,24.29198635,16772.56,6.442240183,6.611848559,17.23520248,17.23088292,7.24818087,6.750601476
26-Feb-10,325.375,328.75,323,325.2,176.786,5942,46.0815466,149210.9262,25.11122959,23.93502185,16429.55,6.347573118,6.514689143,16.9658589,16.96036059,7.141670714,6.651403121
25-Feb-10,323.625,328,321.5625,326.55625,105.28,3875,27.3451383,149833.2119,25.21595623,24.03484311,16254.2,6.374045738,6.541858722,17.04117792,17.03600923,7.171455126,6.679142867
24-Feb-10,321,324.8125,320.625,322.13125,78.68,3103,20.3205046,147802.8972,24.87426746,23.709159,16255.97,6.287674241,6.453213275,16.7954366,16.78919247,7.074278333,6.588637152
23-Feb-10,319.725,323.1125,319.725,322.1375,52.496,2742,13.5209406,147805.7649,24.87475007,23.70961901,16286.32,6.287796234,6.45333848,16.7957837,16.78954108,7.074415589,6.588764984
22-Feb-10,317.6125,328.6875,317.6125,321.03125,133.314,3578,34.3850412,147298.1862,24.78932787,23.62819798,16237.05,6.26620336,6.431177118,16.73434837,16.72783688,7.050121391,6.566138555
19-Feb-10,314.5,317.75,314.5,316.19375,71.039,3229,17.9891992,145078.6049,24.41578675,23.27215349,16191.63,6.171780282,6.334268112,16.46569897,16.45801178,6.943885745,6.467195866
18-Feb-10,315.5,318.3625,312,316.825,66.439,2968,16.8322079,145368.2402,24.46453049,23.31861408,16327.84,6.184101639,6.346913861,16.50075528,16.49322151,6.957748536,6.480106992
17-Feb-10,319.75,319.9875,314.03125,314.99375,87.722,3876,22.2434372,144528.011,24.32312539,23.18383238,16428.91,6.148357503,6.310228669,16.39905725,16.39107841,6.917532716,6.442651943
16-Feb-10,314.375,318.21875,310.875,316.95625,68.516,3648,17.2496819,145428.4614,24.47466532,23.3282742,16226.68,6.186663506,6.349543175,16.50804422,16.50054235,6.960630898,6.482791484
15-Feb-10,313.625,316.50625,309.5,312.1875,63.709,3026,15.9323488,143240.4244,24.10643293,22.97728977,16038.35,6.093582358,6.254011429,16.24321283,16.23455196,6.855905061,6.385254957
11-Feb-10,309.125,314.5875,309.125,312.2125,175.227,4072,43.8694941,143251.8951,24.10836337,22.9791298,16152.59,6.094070333,6.254512251,16.2446012,16.23594641,6.856454083,6.385766288
10-Feb-10,310.25,311.85,306.25,308.9625,94.124,4617,23.2808178,141760.7035,23.85740551,22.73992678,15922.17,6.030633639,6.189405425,16.06411323,16.05466856,6.785081297,6.319293164
